Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 9784 (0.01%)"|70405|24797_5054323077053|linkshare|"Bold Floral Print Sculpted Jersey Dress"|24797|||||Trashed
"2 of 9784 (0.02%)"|70406|24797_5054323064862|linkshare|"Lace Pencil Dress"|24797|||||Trashed
"3 of 9784 (0.03%)"|70403|24797_5054323079743|linkshare|"Colourblocked Full Skirted Taffeta Dress"|24797|||||Trashed
"4 of 9784 (0.04%)"|70404|24797_5054236039742|linkshare|"Painted Flower Print Stretch Dress"|24797|||||Trashed
"5 of 9784 (0.05%)"|70385|24797_5054323084709|linkshare|"Dip Dyed Skirt With Manipulated Pleats"|24797|||||Trashed
"6 of 9784 (0.06%)"|70383|24797_5054323084563|linkshare|"Zig Zag Panneled Black And White Skirt"|24797|||||Trashed
"7 of 9784 (0.07%)"|70384|24797_5054323068877|linkshare|"Graphic Floral Skirt"|24797|||||Trashed
"8 of 9784 (0.08%)"|70382|24797_5054323067931|linkshare|"Tribal Embroidery Top"|24797|||||Trashed
"9 of 9784 (0.09%)"|70381|24797_5054323065005|linkshare|"Ripped And Frayed Skinny Jean"|24797|||||Trashed
"10 of 9784 (0.10%)"|70346|1831_3253688115|awin|"Womens Dorothy Perkins Lily Palazzo Trousers, Black"|1831|||||Trashed
"11 of 9784 (0.11%)"|70344|5678_3339335343|awin|"Asos Jumpsuit With Palazzo Leg And Strap Detail - Stone"|5678|||||Trashed
"12 of 9784 (0.12%)"|70345|5678_3300463729|awin|"Oasis Tile Print Palazzo Trouser - Multi"|5678|||||Trashed
"13 of 9784 (0.13%)"|70343|5678_3358982855|awin|"Asos Curve Jumpsuit With Palazzo Pants And Embellished Overlay - Ice Blue"|5678|||||Trashed
"14 of 9784 (0.14%)"|70341|5678_3351002285|awin|"Glamorous Tall Lace Detail Palazzo Jumpsuit - Cream"|5678|||||Trashed
"15 of 9784 (0.15%)"|70342|5678_3312246383|awin|"Warehouse Paisley Printed Palazzo Trousers - Multi"|5678|||||Trashed
"16 of 9784 (0.16%)"|70306|1402_3355617277|awin|"M&amp;s Collection Side Block Shift Dress"|1402|||||Trashed
"17 of 9784 (0.17%)"|70302|1402_3336168811|awin|"Per Una Speziale Zipped Front Bodycon Dress"|1402|||||Trashed
"18 of 9784 (0.18%)"|70301|1402_3350551707|awin|"Per Una Speziale Colour Block V-neck Bodycon Dress"|1402|||||Trashed
"19 of 9784 (0.19%)"|70300|1402_3360828953|awin|"Per Una Speziale Floral Embroidered Shift Dress With Camisole"|1402|||||Trashed
