Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 11935 (0.01%)"|220923|38043_4960|linkshare|"Patchwork Foulard Davis Dress In Multicolor"|Joseph|http://i1.adis.ws/i/joseph/w515536sh02050-1-large?$viewerzoom$|1095.00|1095.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.4960&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fevening%2Fpatchwork-foulard-davis-dress%2Finvt%2Fw515536sh02050%3Ffo_c%3D594%26fo_k%3Da9d8ff510f0fcece15b852fa973f0a4a%26fo_s%3Dls|"Updated by ID"
"2 of 11935 (0.02%)"|220924|38043_4963|linkshare|"Patchwork Foulard Cederic Dress In Multicolor"|Joseph|http://i1.adis.ws/i/joseph/w515536sh06050-1-large?$viewerzoom$|995.00|995.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.4963&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fevening%2Fpatchwork-foulard-cederic-dress%2Finvt%2Fw515536sh06050%3Ffo_c%3D594%26fo_k%3D54364cf5ee4f9c9ca0f7fe49af78fd58%26fo_s%3Dls|"Updated by ID"
"3 of 11935 (0.03%)"|220921|38043_4947|linkshare|"Merinos Mary Dress In Black"|Joseph|http://i1.adis.ws/i/joseph/w528316sh01010-1-large?$viewerzoom$|245.00|245.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.4947&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fevening%2Fmerinos-mary-dress%2Finvt%2Fw528316sh01010%3Ffo_c%3D594%26fo_k%3D89946d2c96c7ba3020eda5a56f71687d%26fo_s%3Dls|"Updated by ID"
"4 of 11935 (0.03%)"|220922|38043_4952|linkshare|"Heavy Silk Drew Dress In Black"|Joseph|http://i1.adis.ws/i/joseph/w512712sh09010-1-large?$viewerzoom$|445.00|445.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.4952&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fevening%2Fheavy-silk-drew-dress%2Finvt%2Fw512712sh09010%3Ffo_c%3D594%26fo_k%3D5f26de67aa98ad3423598f1ee5d4702c%26fo_s%3Dls|"Updated by ID"
"5 of 11935 (0.04%)"|220919|38043_4753|linkshare|"Stretch Wool Dixon Dress In Black"|Joseph|http://i1.adis.ws/i/joseph/w512714sh02010-1-large?$viewerzoom$|395.00|395.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.4753&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fevening%2Fstretch-wool-dixon-dress%2Finvt%2Fw512714sh02010%3Ffo_c%3D594%26fo_k%3Da28909f2706a4bb5679413d6b98c4f89%26fo_s%3Dls|"Updated by ID"
"6 of 11935 (0.05%)"|220920|38043_4757|linkshare|"Wool Cardigan Stitch Akim Dress In Black"|Joseph|http://i1.adis.ws/i/joseph/w523702sh06010-1-large?$viewerzoom$|395.00|395.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.4757&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fdresses%2Fwool-cardigan-stitch-akim-dress%2Finvt%2Fw523702sh06010%3Ffo_c%3D594%26fo_k%3Dad09acdcf51148af7336f52c6dc72de5%26fo_s%3Dls|"Updated by ID"
"7 of 11935 (0.06%)"|220916|38043_4749|linkshare|"Satin Cedric Dress In Gold"|Joseph|http://i1.adis.ws/i/joseph/w521419sh02910-1-large?$viewerzoom$|295.00|295.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.4749&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fevening%2Fsatin-cedric-dress%2Finvt%2Fw521419sh02910%3Ffo_c%3D594%26fo_k%3Dfd6d7476544665c0b747ba00876ef151%26fo_s%3Dls|"Updated by ID"
"8 of 11935 (0.07%)"|220917|38043_4750|linkshare|"Georgette Dash Dress In Red"|Joseph|http://i1.adis.ws/i/joseph/w521417sh13500-1-large?$viewerzoom$|395.00|395.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.4750&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fevening%2Fgeorgette-dash-dress%2Finvt%2Fw521417sh13500%3Ffo_c%3D594%26fo_k%3D258a9d0710c215a9ca2016ee3974f9bf%26fo_s%3Dls|"Updated by ID"
"9 of 11935 (0.08%)"|220918|38043_4751|linkshare|"Georgette Denny Dress In Black"|Joseph|http://i1.adis.ws/i/joseph/w521417sh14010-1-large?$viewerzoom$|395.00|395.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.4751&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fevening%2Fgeorgette-denny-dress%2Finvt%2Fw521417sh14010%3Ffo_c%3D594%26fo_k%3Db2dc1cd19a66dd4832e515e3bf0a13c1%26fo_s%3Dls|"Updated by ID"
"10 of 11935 (0.08%)"|220914|38043_4742|linkshare|"Fine Wool Interlock Salma Jersey Dress In Oatmeal"|Joseph|http://i1.adis.ws/i/joseph/w524618sh03153-1-large?$viewerzoom$|235.00|235.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.4742&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fevening%2Ffine-wool-interlock-salma-jersey-dress%2Finvt%2Fw524618sh03153%3Ffo_c%3D594%26fo_k%3Dfe52988b2956767e66a968ec1fb102c7%26fo_s%3Dls|"Updated by ID"
"11 of 11935 (0.09%)"|220915|38043_4748|linkshare|"Satin Cedric Dress In Black"|Joseph|http://i1.adis.ws/i/joseph/w521419sh02010-1-large?$viewerzoom$|295.00|295.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.4748&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fevening%2Fsatin-cedric-dress%2Finvt%2Fw521419sh02010%3Ffo_c%3D594%26fo_k%3D1d3c0d29dc445f67bd40fa040a2f5e4a%26fo_s%3Dls|"Updated by ID"
