Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 11917 (0.01%)"|314672|24794_21150|linkshare|"Aurelie Lace Dress"||||||Trashed
"2 of 11917 (0.02%)"|314673|24794_21366|linkshare|"Bonded Lace Dress"|Whistles|http://demandware.edgesuite.net/sits_pod24/dw/image/v2/AAQB_PRD/on/demandware.static/-/Sites-whistles-master-catalog/default/dwb42f269d/images/00402136623/whistles-bonded-lace-dress-green_medium_03.jpg?sw=300&#038;sh=300|250.00|250.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=369117.21366&#038;type=15&#038;murl=http%3A%2F%2Fwww.whistles.com%2Fwomen%2Fclothing%2Fdresses%2Fbonded-lace-dress-21366.html%3Fdwvar_bonded-lace-dress-21366_color%3DGreen|"Updated by ID"
"3 of 11917 (0.03%)"|314669|1134_3213374975|awin|"Womens **billie And Blossom Blue Trim Blouse- Blue"|1134|||||Trashed
"4 of 11917 (0.03%)"|314670|24794_21812|linkshare|"Military Silk Shirt"|Whistles|http://demandware.edgesuite.net/sits_pod24/dw/image/v2/AAQB_PRD/on/demandware.static/-/Sites-whistles-master-catalog/default/dw68895ab8/images/01002181296/whistles-military-silk-shirt-rust_medium_03.jpg?sw=300&#038;sh=300|130.00|130.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=369117.21812&#038;type=15&#038;murl=http%3A%2F%2Fwww.whistles.com%2Fwomen%2Fclothing%2Ftops%2Fmilitary-silk-shirt-21812.html%3Fdwvar_military-silk-shirt-21812_color%3DRust|"Updated by ID"
"5 of 11917 (0.04%)"|314671|24794_21673|linkshare|"Amy Cotton Shirt"|Whistles|http://demandware.edgesuite.net/sits_pod24/dw/image/v2/AAQB_PRD/on/demandware.static/-/Sites-whistles-master-catalog/default/dwfcb50a96/images/01002167376/whistles-amy-cotton-shirt-white_medium_03.jpg?sw=300&#038;sh=300|85.00|85.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=369117.21673&#038;type=15&#038;murl=http%3A%2F%2Fwww.whistles.com%2Fwomen%2Fclothing%2Ftops%2Famy-cotton-shirt-21673.html%3Fdwvar_amy-cotton-shirt-21673_color%3DWhite|"Updated by ID"
"6 of 11917 (0.05%)"|314666|1134_3249153771|awin|"Womens **paper Dolls Printed Oversized Open Jacket- Multi Colour"|1134|||||Trashed
"7 of 11917 (0.06%)"|314667|1134_3258154083|awin|"Womens Petite Blue Textured Biker Jacket- Blue"|1134|||||Trashed
"8 of 11917 (0.07%)"|314668|1134_3343807673|awin|"Womens Monochrome Printed Duster Jacket- Black"|1134|||||Trashed
"9 of 11917 (0.08%)"|314570|3403_3439825915|awin|"Plus Size Heine Animal Print Blouse In Navy Print Size 24"|3403|||||Trashed
"10 of 11917 (0.08%)"|314568|3403_3387396191|awin|"Plus Size Wrap-over Evening Dress In Black Size 30"|3403|||||Trashed
