Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 4116 (0.02%)"|47647|1402_3249134861|awin|"M&amp;s Collection Tencel 3/4 Sleeve Jumpsuit"||||||Trashed
"2 of 4116 (0.05%)"|47224|36467_118502302004|linkshare|"Reiss Calma Blazer Single-breasted Blazer"||||||Trashed
"3 of 4116 (0.07%)"|46185|2515_3171417685|awin|"Aquifer Soda"||||||Trashed
"4 of 4116 (0.10%)"|45399|1203_3133691865|awin|"Collection By John Lewis Frame Clutch Bag"||||||Trashed
"5 of 4116 (0.12%)"|45368|1203_3205799975|awin|"Miss Kg Adara High Heeled Stiletto Court Shoes, Nude"||||||Trashed
"6 of 4116 (0.15%)"|45347|1203_3246385917|awin|"Carvela Gamma Asymmetric Embellished Stiletto Sandals"||||||Trashed
"7 of 4116 (0.17%)"|45346|1203_3246385915|awin|"Carvela Gamma Asymmetric Embellished Stiletto Sandals"||||||Trashed
"8 of 4116 (0.19%)"|45222|36666_4700710|linkshare|"Oversized Swallow Scarf"||||||Trashed
"9 of 4116 (0.22%)"|45162|3539_725939624|awin|"Kenzo Tiger Charm Bracelet - For Women"||||||Trashed
"10 of 4116 (0.24%)"|45161|3539_680075347|awin|"Gc X74002l1s Stainless Steel Bracelet Watch - For Women"||||||Trashed
"11 of 4116 (0.27%)"|45116|1203_670455403|awin|"Bobbi Brown Beach Fragrance - Eau De Parfum, 50ml"||||||Trashed
"12 of 4116 (0.29%)"|45066|3100_162023951|awin|"Salsa Secret Push-in Slim Jeans In Rinse, Denim Rinse"||||||Trashed
"13 of 4116 (0.32%)"|44794|1402_3244897111|awin|"M&amp;s Collection Petite Paisley Print Shell Top"||||||Trashed
"14 of 4116 (0.34%)"|44792|1402_3252255359|awin|"M&amp;s Collection Petite Floral Kimono Shell Top"||||||Trashed
"15 of 4116 (0.36%)"|44777|1402_3316852975|awin|"M&amp;s Collection Open Front Kimono Top"||||||Trashed
"16 of 4116 (0.39%)"|44772|1402_3203102649|awin|"Indigo Collection Floral Kimono Cover-up Top"||||||Trashed
"17 of 4116 (0.41%)"|44765|1402_3137362939|awin|"M&amp;s Collection Floral Shell Top"||||||Trashed
