Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 12086 (0.01%)"|235501|35352_32890|linkshare|"Luau Double Chain Necklace"||||||Trashed
"2 of 12086 (0.02%)"|235502|35352_9406|linkshare|"Uhila Silver Necklace"||||||Trashed
"3 of 12086 (0.02%)"|235499|35352_9307|linkshare|"Flo Flamingo Necklace"||||||Trashed
"4 of 12086 (0.03%)"|235497|35352_8458|linkshare|"Isela Bead Drape Glass Necklace"||||||Trashed
"5 of 12086 (0.04%)"|235498|35352_8499|linkshare|"Speanik Triple Row Beaded Necklace"||||||Trashed
"6 of 12086 (0.05%)"|235496|35352_36406|linkshare|"Mavra Multirow Bar And Tassel Necklace"||||||Trashed
"7 of 12086 (0.06%)"|235494|35352_36402|linkshare|"Peyton Multi Beaded Collar Necklace"||||||Trashed
"8 of 12086 (0.07%)"|235495|35352_36119|linkshare|"Hexagon Shapes Necklace"||||||Trashed
"9 of 12086 (0.07%)"|235492|35352_36222|linkshare|"Double Row Glass Beaded Necklace"||||||Trashed
"10 of 12086 (0.08%)"|235493|35352_36418|linkshare|"Makayla Faceted Necklace"||||||Trashed
"11 of 12086 (0.09%)"|235490|35352_35774|linkshare|"Dune Metallic Tassel Necklace"||||||Trashed
"12 of 12086 (0.10%)"|235491|35352_35778|linkshare|"Montauk Mini Tassel Necklace"||||||Trashed
"13 of 12086 (0.11%)"|235488|35352_35538|linkshare|"Pantigo Fan Necklace"||||||Trashed
"14 of 12086 (0.12%)"|235489|35352_35620|linkshare|"Coral Mako Bar Necklace"||||||Trashed
"15 of 12086 (0.12%)"|235486|35352_35054|linkshare|"Tiny Squares Necklace"||||||Trashed
"16 of 12086 (0.13%)"|235487|35352_35057|linkshare|"Lassindra Beaded Drop Necklace"||||||Trashed
"17 of 12086 (0.14%)"|235484|35352_34708|linkshare|"Kalihi Long Sequined Necklace"||||||Trashed
"18 of 12086 (0.15%)"|235485|35352_34741|linkshare|"Gold Tiga Thread Wrap Necklace"||||||Trashed
"19 of 12086 (0.16%)"|235482|35352_30567|linkshare|"Gold Spear Amazonite Necklace"||||||Trashed
"20 of 12086 (0.17%)"|235483|35352_33698|linkshare|"Ocala Resin Beaded Necklace"||||||Trashed
"21 of 12086 (0.17%)"|235480|35352_36148|linkshare|"Cohoe Bead And Cord Necklace"||||||Trashed
"22 of 12086 (0.18%)"|235481|35352_35049|linkshare|"Micco Neon Trim Necklace"||||||Trashed
"23 of 12086 (0.19%)"|235477|35352_35534|linkshare|"Glade Knot Beaded Necklace"||||||Trashed
"24 of 12086 (0.20%)"|235478|35352_35791|linkshare|"Harber Double Drop Cord Necklace"||||||Trashed
"25 of 12086 (0.21%)"|235479|35352_36089|linkshare|"Rio Cascade Bead & Chain Double Row Necklace"||||||Trashed
"26 of 12086 (0.22%)"|235475|35352_33682|linkshare|"Talia Tubing Beaded Quartz Necklace"||||||Trashed
"27 of 12086 (0.22%)"|235476|35352_33661|linkshare|"Iris Rectangle Howlite Necklace"||||||Trashed
"28 of 12086 (0.23%)"|235473|35352_33665|linkshare|"Itaguai Beads Fabric Necklace"||||||Trashed
"29 of 12086 (0.24%)"|235474|35352_33687|linkshare|"Avo Multi Tassel Drop Necklace"||||||Trashed
"30 of 12086 (0.25%)"|235471|35352_35638|linkshare|"Lilla Mini Fan Turquoise Necklace"||||||Trashed
"31 of 12086 (0.26%)"|235472|35352_33685|linkshare|"Thandi Geo Tassel Necklace"||||||Trashed
"32 of 12086 (0.26%)"|235468|35352_1823|linkshare|"Wire Mesh Turquoise Necklace"||||||Trashed
"33 of 12086 (0.27%)"|235469|35352_33675|linkshare|"Vintage Bao Double Drop Necklace"||||||Trashed
"34 of 12086 (0.28%)"|235470|35352_34702|linkshare|"Capri Turquoise Tassel Necklace"||||||Trashed
"35 of 12086 (0.29%)"|235466|35352_8183|linkshare|"Love Script Bar Silver Necklace"||||||Trashed
