Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 10071 (0.01%)"|393371|1669_3430563449|awin|"Sixties Jacquard Tunic Dress Pink Boden, Pink"|Boden|http://images.productserve.com/preview/9/1669/49/34/3430563449.jpg|59.40|99.00|http://www.awin1.com/pclick.php?p=3430563449&#038;a=99908&#038;m=1669|"Updated by ID"
"2 of 10071 (0.02%)"|393369|1669_3399147985|awin|"Harper Dress Black Boden, Black"|Boden|http://images.productserve.com/preview/9/1669/85/79/3399147985.jpg|69.30|99.00|http://www.awin1.com/pclick.php?p=3399147985&#038;a=99908&#038;m=1669|"Updated by ID"
"3 of 10071 (0.03%)"|393370|1669_3372950729|awin|"Sixties Jacquard Tunic Dress Blue Boden, Blue"|Boden|http://images.productserve.com/preview/9/1669/29/07/3372950729.jpg|49.50|99.00|http://www.awin1.com/pclick.php?p=3372950729&#038;a=99908&#038;m=1669|"Updated by ID"
"4 of 10071 (0.04%)"|393368|1669_3360821441|awin|"Harriet Shift Tunic Dress Red Boden, Red"|Boden|http://images.productserve.com/preview/9/1669/41/14/3360821441.jpg|48.30|69.00|http://www.awin1.com/pclick.php?p=3360821441&#038;a=99908&#038;m=1669|"Updated by ID"
"5 of 10071 (0.05%)"|393366|1669_3376913923|awin|"Chic Full Skirted Dress Multi Boden, Multi"|Boden|http://images.productserve.com/preview/9/1669/23/39/3376913923.jpg|77.40|129.00|http://www.awin1.com/pclick.php?p=3376913923&#038;a=99908&#038;m=1669|"Updated by ID"
"6 of 10071 (0.06%)"|393367|1669_3378042361|awin|"Chic Full Skirted Dress Pink Boden, Pink"|Boden|http://images.productserve.com/preview/9/1669/61/23/3378042361.jpg|51.60|129.00|http://www.awin1.com/pclick.php?p=3378042361&#038;a=99908&#038;m=1669|"Updated by ID"
"7 of 10071 (0.07%)"|393364|1669_3510509201|awin|"Violet Skirt Ivory with Navy Spot Boden, Ivory with Navy Spot"|Boden|http://images.productserve.com/preview/9/1669/01/92/3510509201.jpg|119.00|119.00|http://www.awin1.com/pclick.php?p=3510509201&#038;a=99908&#038;m=1669|"Updated by ID"
"8 of 10071 (0.08%)"|393365|1669_3401197693|awin|"Chic Full Skirted Dress Black Boden, Black"|Boden|http://images.productserve.com/preview/9/1669/93/76/3401197693.jpg|38.70|129.00|http://www.awin1.com/pclick.php?p=3401197693&#038;a=99908&#038;m=1669|"Updated by ID"
"9 of 10071 (0.09%)"|393363|1669_3510509199|awin|"Violet Skirt Floral Boden, Floral"|Boden|http://images.productserve.com/preview/9/1669/99/91/3510509199.jpg|119.00|119.00|http://www.awin1.com/pclick.php?p=3510509199&#038;a=99908&#038;m=1669|"Updated by ID"
"10 of 10071 (0.10%)"|393361|1669_3510509029|awin|"Violet Dress Blue Placement Floral Boden, Blue Placement Floral"|Boden|http://images.productserve.com/preview/9/1669/29/90/3510509029.jpg|169.00|169.00|http://www.awin1.com/pclick.php?p=3510509029&#038;a=99908&#038;m=1669|"Updated by ID"
"11 of 10071 (0.11%)"|393362|1669_3510509031|awin|"Violet Dress Navy Dot Boden, Navy Dot"|Boden|http://images.productserve.com/preview/9/1669/31/90/3510509031.jpg|169.00|169.00|http://www.awin1.com/pclick.php?p=3510509031&#038;a=99908&#038;m=1669|"Updated by ID"
"12 of 10071 (0.12%)"|393359|1669_3506583511|awin|"Sophia Shirt Dress Blue Boden, Blue"|Boden|http://images.productserve.com/preview/9/1669/11/35/3506583511.jpg|79.50|79.50|http://www.awin1.com/pclick.php?p=3506583511&#038;a=99908&#038;m=1669|"Updated by ID"
"13 of 10071 (0.13%)"|393360|1669_3510508867|awin|"Sophia Shirt Dress White Boden, White"||||||Trashed
"14 of 10071 (0.14%)"|392590|1669_3376615641|awin|"Faye Dress Blue Boden, Blue"|Boden|http://images.productserve.com/preview/9/1669/41/56/3376615641.jpg|33.00|110.00|http://www.awin1.com/pclick.php?p=3376615641&#038;a=99908&#038;m=1669|"Updated by ID"
"15 of 10071 (0.15%)"|392588|1669_3315607879|awin|"Blackberry Dress Chilli Boden, Chilli"|Boden|http://images.productserve.com/preview/9/1669/79/78/3315607879.jpg|24.50|49.00|http://www.awin1.com/pclick.php?p=3315607879&#038;a=99908&#038;m=1669|"Updated by ID"
"16 of 10071 (0.16%)"|392589|1669_3325887807|awin|"Helen Dress Navy & Ivory Boden, Navy & Ivory"|Boden|http://images.productserve.com/preview/9/1669/07/78/3325887807.jpg|97.30|139.00|http://www.awin1.com/pclick.php?p=3325887807&#038;a=99908&#038;m=1669|"Updated by ID"
"17 of 10071 (0.17%)"|392586|1669_3315608593|awin|"Swishy Dress Pink Large Floral Boden, Pink Large Floral"|Boden|http://images.productserve.com/preview/9/1669/93/85/3315608593.jpg|38.70|129.00|http://www.awin1.com/pclick.php?p=3315608593&#038;a=99908&#038;m=1669|"Updated by ID"
"18 of 10071 (0.18%)"|392587|1669_3365480675|awin|"Eva Dress Aquarium Boden, Aquarium"|Boden|http://images.productserve.com/preview/9/1669/75/06/3365480675.jpg|38.70|129.00|http://www.awin1.com/pclick.php?p=3365480675&#038;a=99908&#038;m=1669|"Updated by ID"
"19 of 10071 (0.19%)"|392584|1669_3315608115|awin|"Bluebell Dress Soft Blue Large Mono Mosaic Boden, Soft Blue Large Mono Mosaic"|Boden|http://images.productserve.com/preview/9/1669/15/81/3315608115.jpg|35.40|59.00|http://www.awin1.com/pclick.php?p=3315608115&#038;a=99908&#038;m=1669|"Updated by ID"
"20 of 10071 (0.20%)"|392585|1669_3315608591|awin|"Swishy Dress Blue Large Floral Boden, Blue Large Floral"|Boden|http://images.productserve.com/preview/9/1669/91/85/3315608591.jpg|38.70|129.00|http://www.awin1.com/pclick.php?p=3315608591&#038;a=99908&#038;m=1669|"Updated by ID"
"21 of 10071 (0.21%)"|392583|1669_3343869983|awin|"Blackberry Dress Ivory/Dark Blue Stripe Boden, Ivory/Dark Blue Stripe"|Boden|http://images.productserve.com/preview/9/1669/83/99/3343869983.jpg|24.50|49.00|http://www.awin1.com/pclick.php?p=3343869983&#038;a=99908&#038;m=1669|"Updated by ID"
"22 of 10071 (0.22%)"|392509|2289_3503562413|awin|"Pearl Cropped Jacket"|"Jacques Vert"|http://images.productserve.com/preview/9/2289/13/24/3503562413.jpg|159.00|159.00|http://www.awin1.com/pclick.php?p=3503562413&#038;a=99908&#038;m=2289|"Updated by ID"
"23 of 10071 (0.23%)"|392477|1669_3478854211|awin|"Richmond Cigarette Trouser Navy Boden, Navy"|Boden|http://images.productserve.com/preview/9/1669/11/42/3478854211.jpg|59.50|59.50|http://www.awin1.com/pclick.php?p=3478854211&#038;a=99908&#038;m=1669|"Updated by ID"
"24 of 10071 (0.24%)"|392473|1669_3490971393|awin|"Richmond Bootcut Blue Boden, Blue"|Boden|http://images.productserve.com/preview/9/1669/93/13/3490971393.jpg|69.50|69.50|http://www.awin1.com/pclick.php?p=3490971393&#038;a=99908&#038;m=1669|"Updated by ID"
"25 of 10071 (0.25%)"|392474|1669_3488720407|awin|"Richmond Cigarette Trouser Black Boden, Black"|Boden|http://images.productserve.com/preview/9/1669/07/04/3488720407.jpg|59.50|59.50|http://www.awin1.com/pclick.php?p=3488720407&#038;a=99908&#038;m=1669|"Updated by ID"
