Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 7635 (0.01%)"|130718|1402_3400492391|awin|"M&s Collection Open Front Houndstooth Blanket Coat With Wool"||||||Trashed
"2 of 7635 (0.03%)"|130713|1402_3409026289|awin|"M&s Collection Petite Double Face Coat With Wool"||||||Trashed
"3 of 7635 (0.04%)"|130714|1402_3399320851|awin|"Autograph Open Front Textured Coat with Wool"|"Marks and Spencer"|http://images.productserve.com/preview/2/1402/51/08/3399320851.jpg|99.00|99.00|http://www.awin1.com/pclick.php?p=3399320851&#038;a=99908&#038;m=1402|"Updated by ID"
"4 of 7635 (0.05%)"|130715|1402_3388600443|awin|"Autograph Bouclé Longline Coat"|"Marks and Spencer"|http://images.productserve.com/preview/2/1402/43/04/3388600443.jpg|129.00|129.00|http://www.awin1.com/pclick.php?p=3388600443&#038;a=99908&#038;m=1402|"Updated by ID"
"5 of 7635 (0.07%)"|130716|1402_3374530297|awin|"M&s Collection Animal Print Blanket Coat"||||||Trashed
"6 of 7635 (0.08%)"|130717|1402_3385060377|awin|"M&s Collection Plus Tencel Soft Drape Coat"||||||Trashed
"7 of 7635 (0.09%)"|130712|1402_3409026287|awin|"M&s Collection Petite Zip Through Checked Biker Coat With Wool"||||||Trashed
"8 of 7635 (0.10%)"|130692|1402_3393581285|awin|"Footglove Suede Stretch Zip Ruched Wedge Knee Boots"|"Marks and Spencer"|http://images.productserve.com/preview/2/1402/85/12/3393581285.jpg|99.00|99.00|http://www.awin1.com/pclick.php?p=3393581285&#038;a=99908&#038;m=1402|"Updated by ID"
"9 of 7635 (0.12%)"|130693|1402_3393581287|awin|"Footglove Stretch Zip Long Jeans Boots"|"Marks and Spencer"|http://images.productserve.com/preview/2/1402/87/12/3393581287.jpg|99.00|99.00|http://www.awin1.com/pclick.php?p=3393581287&#038;a=99908&#038;m=1402|"Updated by ID"
"10 of 7635 (0.13%)"|130694|1402_3398202443|awin|"Footglove Stretch Zip Long Jeans Boots"|"Marks and Spencer"|http://images.productserve.com/preview/2/1402/43/24/3398202443.jpg|99.00|99.00|http://www.awin1.com/pclick.php?p=3398202443&#038;a=99908&#038;m=1402|"Updated by ID"
"11 of 7635 (0.14%)"|130695|1402_3393581289|awin|"Footglove Suede Stretch Zip Buckle Riding Boots"|"Marks and Spencer"|http://images.productserve.com/preview/2/1402/89/12/3393581289.jpg|79.00|79.00|http://www.awin1.com/pclick.php?p=3393581289&#038;a=99908&#038;m=1402|"Updated by ID"
"12 of 7635 (0.16%)"|130696|1402_3398202459|awin|"M&s Collection Stretch Zip Faux Suede Knee Boots With Insolia"||||||Trashed
"13 of 7635 (0.17%)"|130691|1402_3400492467|awin|"Footglove Leather Stretch Zip Ruched Wedge Knee Boots"|"Marks and Spencer"|http://images.productserve.com/preview/2/1402/67/24/3400492467.jpg|99.00|99.00|http://www.awin1.com/pclick.php?p=3400492467&#038;a=99908&#038;m=1402|"Updated by ID"
"14 of 7635 (0.18%)"|130689|1402_3410128181|awin|"Autograph Leather Stretch Zip Knee Boots with Insolia"|"Marks and Spencer"|http://images.productserve.com/preview/2/1402/81/81/3410128181.jpg|99.00|99.00|http://www.awin1.com/pclick.php?p=3410128181&#038;a=99908&#038;m=1402|"Updated by ID"
"15 of 7635 (0.20%)"|130690|1402_3409334233|awin|"Autograph Leather Stretch Zip Knee Boots with Insolia"|"Marks and Spencer"|http://images.productserve.com/preview/2/1402/33/42/3409334233.jpg|99.00|99.00|http://www.awin1.com/pclick.php?p=3409334233&#038;a=99908&#038;m=1402|"Updated by ID"
