Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 10631 (0.01%)"|196906|3780_81798|webgains|"Diana Silver Saffiano Slim Clutch Bag"||||||Trashed
"2 of 10631 (0.02%)"|196907|3780_82450|webgains|"Smiley Silver Leather Small Crossbody Bag"||||||Trashed
"3 of 10631 (0.03%)"|196903|3780_65485|webgains|"Envelope Silver Reptile Leather Clutch Bag"||||||Trashed
"4 of 10631 (0.04%)"|196904|3780_80442|webgains|"Lana Silver Leather Envelope Clutch"||||||Trashed
"5 of 10631 (0.05%)"|196905|3780_81797|webgains|"Britten Silver Leather Rounded Slim Clutch"||||||Trashed
"6 of 10631 (0.06%)"|196900|3780_80976|webgains|"Gold Small Shoulder Bag"||||||Trashed
"7 of 10631 (0.07%)"|196901|3780_81326|webgains|"Daria Gold Leather Fold Over Clutch Bag"||||||Trashed
"8 of 10631 (0.08%)"|196902|3780_58036|webgains|"Georgiana Silver Metallic Leather Clutch Bag"||||||Trashed
"9 of 10631 (0.08%)"|196897|3780_79730|webgains|"Lana Envelope Gold Leather Clutch"||||||Trashed
"10 of 10631 (0.09%)"|196898|3780_80179|webgains|"Margue Gold Metallic Clutch Bag"||||||Trashed
"11 of 10631 (0.10%)"|196899|3780_80963|webgains|"Black Leather Gold Eyelet Shoulder Bag"||||||Trashed
"12 of 10631 (0.11%)"|196895|3780_58035|webgains|"Georgiana Clutch Gold Leather Women's Bag"||||||Trashed
"13 of 10631 (0.12%)"|196896|3780_78624|webgains|"Gold Metallic Lana Clutch"||||||Trashed
"14 of 10631 (0.13%)"|196871|3780_80426|webgains|"Anchor Slide Silver Leather Flat Sandal"||||||Trashed
"15 of 10631 (0.14%)"|196872|3780_83245|webgains|"Desert Orchid Silver Reptile Sling Back Heel"||||||Trashed
"16 of 10631 (0.15%)"|196868|3780_76855|webgains|"Aclara Gold Leather Reptile Ankle Boot"||||||Trashed
"17 of 10631 (0.16%)"|196869|3780_83321|webgains|"Alert Gold Leather Mary Jane Platform Shoe"||||||Trashed
"18 of 10631 (0.17%)"|196870|3780_60135|webgains|"Viajante Pink Suede Silver Toe Cap Pump"||||||Trashed
"19 of 10631 (0.18%)"|196852|3780_78210|webgains|"Aimon Toe Silver Leather Sandal"||||||Trashed
"20 of 10631 (0.19%)"|196853|3780_80090|webgains|"Morvern Silver Diamante Strap Sandal"||||||Trashed
"21 of 10631 (0.20%)"|196849|3780_81173|webgains|"Gold Leather Third Avenue Diamante Slider"||||||Trashed
"22 of 10631 (0.21%)"|196850|3780_17035|webgains|"Moyles Silver Womens Flat Sandal"||||||Trashed
"23 of 10631 (0.22%)"|196851|3780_57786|webgains|"Hatters Silver Women's Gem Studded Sandal"||||||Trashed
"24 of 10631 (0.23%)"|196846|3780_17040|webgains|"Moyles Gold Womens Flat Sandal"||||||Trashed
"25 of 10631 (0.24%)"|196847|3780_61872|webgains|"Lemna Gold Leather Diamante Sandal"||||||Trashed
"26 of 10631 (0.24%)"|196848|3780_79973|webgains|"Campana Fitas 13 Gold Metallic Ballet Pump"||||||Trashed
"27 of 10631 (0.25%)"|196843|3780_79341|webgains|"Edelweiss Grey Leather Reptile Ballerina Pump"||||||Trashed
"28 of 10631 (0.26%)"|196844|3780_80937|webgains|"Taupe Stunning Ballerina Flat"||||||Trashed
"29 of 10631 (0.27%)"|196845|3780_80945|webgains|"Black Stunning Logo Ballerina Flat"||||||Trashed
"30 of 10631 (0.28%)"|196840|3780_78573|webgains|"Black Leather Lowell Ballerina Flats"||||||Trashed
"31 of 10631 (0.29%)"|196841|3780_78574|webgains|"Lowell White Leather Ballerina Flats"||||||Trashed
"32 of 10631 (0.30%)"|196842|3780_78575|webgains|"Red Leather Lowell Ballerina Flats"||||||Trashed
"33 of 10631 (0.31%)"|196822|3780_83265|webgains|"Manx Nude Patent Kitten Heel Court"||||||Trashed
"34 of 10631 (0.32%)"|196823|3780_83273|webgains|"Dalibor Nude Leather Multi Fabric Pointed Court Shoe"||||||Trashed
"35 of 10631 (0.33%)"|196820|3780_83015|webgains|"Buttercrambe Black Patent Leather Pointed Court Shoe"||||||Trashed
"36 of 10631 (0.34%)"|196821|3780_83241|webgains|"Beige Patent Leather Peep Toe Court"||||||Trashed
"37 of 10631 (0.35%)"|196817|3780_82122|webgains|"Buttercrambe Black Suede Pointed Court Shoe"||||||Trashed
"38 of 10631 (0.36%)"|196818|3780_82123|webgains|"Buttercrambe Navy Suede Pointed Court Shoe"||||||Trashed
"39 of 10631 (0.37%)"|196819|3780_82279|webgains|"Sarina Black Leather Laser Cut Court Shoe"||||||Trashed
"40 of 10631 (0.38%)"|196815|3780_81740|webgains|"Ada Floral Multicoloured Calfskin Court Shoe"||||||Trashed
"41 of 10631 (0.39%)"|196816|3780_81982|webgains|"Edie Court Navy Leather Shoe"||||||Trashed
"42 of 10631 (0.40%)"|196813|3780_81566|webgains|"Fairford Burgundy Leather Patent Toe Court Shoe"||||||Trashed
"43 of 10631 (0.40%)"|196814|3780_81614|webgains|"Classic Heel Wing Black Court Shoe"||||||Trashed
"44 of 10631 (0.41%)"|196805|3780_81365|webgains|"Nancy Mid Red Patent Leather Court Shoe"||||||Trashed
"45 of 10631 (0.42%)"|196802|3780_81140|webgains|"Silver Metallic Gogo Classic Pointed Toe Court Shoe"||||||Trashed
"46 of 10631 (0.43%)"|196803|3780_81256|webgains|"Modest Gold Reptile Leather Pointed Court Shoe"||||||Trashed
"47 of 10631 (0.44%)"|196804|3780_81364|webgains|"Nancy Mid Black Patent Leather Court Shoe"||||||Trashed
"48 of 10631 (0.45%)"|196800|3780_80057|webgains|"Black Patent Sendai Wedge Court Shoe"||||||Trashed
"49 of 10631 (0.46%)"|196801|3780_81139|webgains|"Gold Metallic Gogo Classic Pointed Toe Court Shoe"||||||Trashed
"50 of 10631 (0.47%)"|196797|3780_79073|webgains|"York Platform Gold Leather Court Shoe"||||||Trashed
"51 of 10631 (0.48%)"|196798|3780_79334|webgains|"Black Suede Reptile Dwelf Court Shoe"||||||Trashed
"52 of 10631 (0.49%)"|196799|3780_80034|webgains|"Tan Leather Brookhaven Pointed Court Shoe"||||||Trashed
"53 of 10631 (0.50%)"|196794|3780_77238|webgains|"Black Alwyne Crystal Court Shoes"||||||Trashed
"54 of 10631 (0.51%)"|196795|3780_77239|webgains|"Grey Alwyne Crystal Court Shoes"||||||Trashed
"55 of 10631 (0.52%)"|196796|3780_77289|webgains|"Navy Suede 81 64010 Tolmers Court Shoe"||||||Trashed
"56 of 10631 (0.53%)"|196792|3780_76632|webgains|"Berkeley Navy Suede Pointed Court Shoe"||||||Trashed
"57 of 10631 (0.54%)"|196793|3780_77165|webgains|"Black V1021713 Patent Pointed Court Shoe"||||||Trashed
"58 of 10631 (0.55%)"|196789|3780_63576|webgains|"Navy Mirrors Womens Wedge Court Shoe"||||||Trashed
"59 of 10631 (0.55%)"|196790|3780_76630|webgains|"Black 81 83290 Women's Pointed Court Shoe"||||||Trashed
"60 of 10631 (0.56%)"|196791|3780_76631|webgains|"Grey 81 83290 Women's Pointed Court Shoe"||||||Trashed
"61 of 10631 (0.57%)"|196787|3780_63468|webgains|"Black Suede Sashville Womens Stiletto Pointed Court Shoe"||||||Trashed
"62 of 10631 (0.58%)"|196788|3780_63575|webgains|"Black Suede Mirrors Womens Wedge Court Shoe"||||||Trashed
"63 of 10631 (0.59%)"|196784|3780_62990|webgains|"Black Sutro Womens Mid Heel Court Shoe"||||||Trashed
"64 of 10631 (0.60%)"|196785|3780_62991|webgains|"Navy Sutro Womens Mid Heel Court Shoe"||||||Trashed
"65 of 10631 (0.61%)"|196786|3780_63275|webgains|"Sheril Leopard Print Court Shoe"||||||Trashed
"66 of 10631 (0.62%)"|196782|3780_61903|webgains|"Black Calpierre 6 Court Shoe"||||||Trashed
"67 of 10631 (0.63%)"|196783|3780_61905|webgains|"Taupe Calpierre 6 Court Shoe"||||||Trashed
"68 of 10631 (0.64%)"|196779|3780_52200|webgains|"York Platform Nude Patent Women's Court Shoe"||||||Trashed
"69 of 10631 (0.65%)"|196780|3780_60134|webgains|"York Black Platform Patent Women's Court Shoe"||||||Trashed
"70 of 10631 (0.66%)"|196781|3780_61871|webgains|"Oliba Crystal Embellished Court Shoe"||||||Trashed
"71 of 10631 (0.67%)"|196777|3780_48404|webgains|"Black Carell Womens Pointed Court Shoe"||||||Trashed
"72 of 10631 (0.68%)"|196778|3780_48405|webgains|"Black Suede Carell Womens Pointed Court Shoe"||||||Trashed
"73 of 10631 (0.69%)"|196776|3780_45790|webgains|"Flex Mid Nude Patent Leather Pump Womens Court Shoe"||||||Trashed
"74 of 10631 (0.70%)"|195816|3780_83072|webgains|"Petals Silver Leather Stone Strap Sandal"|3780|||||Trashed
