Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 9784 (0.01%)"|70405|24797_5054323077053|linkshare|"Bold Floral Print Sculpted Jersey Dress"|"Karen Millen Fashions Ltd"|http://media.karenmillen.com/pws/client/images/catalogue/products/101DV18714/zoom/101DV18714.jpg|180.00|180.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=175225.5054323077053&#038;type=15&#038;murl=http%3A%2F%2Fwww.karenmillen.com%2F%2F%2Ffcp-product%2F101DV18714|"Updated by ID"
"2 of 9784 (0.02%)"|70406|24797_5054323064862|linkshare|"Lace Pencil Dress"|"Karen Millen Fashions Ltd"|http://media.karenmillen.com/pws/client/images/catalogue/products/103DV14478/zoom/103DV14478.jpg|145.00|145.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=175225.5054323064862&#038;type=15&#038;murl=http%3A%2F%2Fwww.karenmillen.com%2F%2F%2Ffcp-product%2F103DV14478|"Updated by ID"
"3 of 9784 (0.03%)"|70403|24797_5054323079743|linkshare|"Colourblocked Full Skirted Taffeta Dress"|"Karen Millen Fashions Ltd"|http://media.karenmillen.com/pws/client/images/catalogue/products/102DV11539/zoom/102DV11539.jpg|325.00|325.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=175225.5054323079743&#038;type=15&#038;murl=http%3A%2F%2Fwww.karenmillen.com%2F%2F%2Ffcp-product%2F102DV11539|"Updated by ID"
"4 of 9784 (0.04%)"|70404|24797_5054236039742|linkshare|"Painted Flower Print Stretch Dress"|"Karen Millen Fashions Ltd"|http://media.karenmillen.com/pws/client/images/catalogue/products/01432778/zoom/01432778.jpg|180.00|180.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=175225.5054236039742&#038;type=15&#038;murl=http%3A%2F%2Fwww.karenmillen.com%2F%2F%2Ffcp-product%2F01432778|"Updated by ID"
"5 of 9784 (0.05%)"|70385|24797_5054323084709|linkshare|"Dip Dyed Skirt With Manipulated Pleats"|"Karen Millen Fashions Ltd"|http://media.karenmillen.com/pws/client/images/catalogue/products/061SV05455/zoom/061SV05455.jpg|70.00|70.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=175225.5054323084709&#038;type=15&#038;murl=http%3A%2F%2Fwww.karenmillen.com%2F%2F%2Ffcp-product%2F061SV05455|"Updated by ID"
"6 of 9784 (0.06%)"|70383|24797_5054323084563|linkshare|"Zig Zag Panneled Black And White Skirt"|"Karen Millen Fashions Ltd"|http://media.karenmillen.com/pws/client/images/catalogue/products/062SV11340/zoom/062SV11340.jpg|115.00|115.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=175225.5054323084563&#038;type=15&#038;murl=http%3A%2F%2Fwww.karenmillen.com%2F%2F%2Ffcp-product%2F062SV11340|"Updated by ID"
"7 of 9784 (0.07%)"|70384|24797_5054323068877|linkshare|"Graphic Floral Skirt"|"Karen Millen Fashions Ltd"|http://media.karenmillen.com/pws/client/images/catalogue/products/061SV07408/zoom/061SV07408.jpg|49.00|49.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=175225.5054323068877&#038;type=15&#038;murl=http%3A%2F%2Fwww.karenmillen.com%2F%2F%2Ffcp-product%2F061SV07408|"Updated by ID"
"8 of 9784 (0.08%)"|70382|24797_5054323067931|linkshare|"Tribal Embroidery Top"|"Karen Millen Fashions Ltd"|http://media.karenmillen.com/pws/client/images/catalogue/products/082TV15480/zoom/082TV15480.jpg|60.00|60.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=175225.5054323067931&#038;type=15&#038;murl=http%3A%2F%2Fwww.karenmillen.com%2F%2F%2Ffcp-product%2F082TV15480|"Updated by ID"
"9 of 9784 (0.09%)"|70381|24797_5054323065005|linkshare|"Ripped And Frayed Skinny Jean"|"Karen Millen Fashions Ltd"|http://media.karenmillen.com/pws/client/images/catalogue/products/051PV09312/zoom/051PV09312.jpg|115.00|115.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=175225.5054323065005&#038;type=15&#038;murl=http%3A%2F%2Fwww.karenmillen.com%2F%2F%2Ffcp-product%2F051PV09312|"Updated by ID"
"10 of 9784 (0.10%)"|70346|1831_3253688115|awin|"Womens Dorothy Perkins Lily Palazzo Trousers, black"|Bhs|http://images.productserve.com/preview/1/1831/15/81/3253688115.jpg|26.00|0.00|http://www.awin1.com/pclick.php?p=3253688115&#038;a=99908&#038;m=1831|"Updated by ID"
