Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 9486 (0.01%)"|51399|2692_3216799633|awin|"Phase Eight Asami Lace Top Jumpsuit"|"Phase Eight"|http://images.productserve.com/preview/2/2692/33/96/3216799633.jpg|99.00|130.00|http://www.awin1.com/pclick.php?p=3216799633&#038;a=99908&#038;m=2692|"Updated by ID"
"2 of 9486 (0.02%)"|51397|2692_3249214439|awin|"Phase Eight Walda Jumpsuit"|"Phase Eight"|http://images.productserve.com/preview/2/2692/39/44/3249214439.jpg|55.00|79.00|http://www.awin1.com/pclick.php?p=3249214439&#038;a=99908&#038;m=2692|"Updated by ID"
"3 of 9486 (0.03%)"|51398|2692_3216799611|awin|"Phase Eight Fernanda Jumpsuit"|2692|||||Trashed
"4 of 9486 (0.04%)"|51395|2692_3239522501|awin|"Phase Eight Eleanora Jumpsuit"|"Phase Eight"|http://images.productserve.com/preview/2/2692/01/25/3239522501.jpg|120.00|120.00|http://www.awin1.com/pclick.php?p=3239522501&#038;a=99908&#038;m=2692|"Updated by ID"
"5 of 9486 (0.05%)"|51396|2692_3289515073|awin|"Phase Eight Sharon Culotte Jumpsuit"|"Phase Eight"|http://images.productserve.com/preview/2/2692/73/50/3289515073.jpg|59.00|89.00|http://www.awin1.com/pclick.php?p=3289515073&#038;a=99908&#038;m=2692|"Updated by ID"
"6 of 9486 (0.06%)"|51393|2692_3309077833|awin|"Phase Eight Catalina Jumpsuit"|"Phase Eight"|http://images.productserve.com/preview/2/2692/33/78/3309077833.jpg|99.00|99.00|http://www.awin1.com/pclick.php?p=3309077833&#038;a=99908&#038;m=2692|"Updated by ID"
"7 of 9486 (0.07%)"|51394|2692_3309077841|awin|"Phase Eight Wanita Floral Jumpsuit"|"Phase Eight"|http://images.productserve.com/preview/2/2692/41/78/3309077841.jpg|99.00|99.00|http://www.awin1.com/pclick.php?p=3309077841&#038;a=99908&#038;m=2692|"Updated by ID"
"8 of 9486 (0.08%)"|47892|722_7709514|affilinet|"Debut Silver Metallic And Jersey Jumpsuit - . -"|722|||||Trashed
"9 of 9486 (0.09%)"|47891|722_PV5554A93D3CB7B|affilinet|"Quiz Navy Contrast V Neck Palazzo Jumpsuit - . -"|722|||||Trashed
"10 of 9486 (0.11%)"|47890|722_7958232|affilinet|"H! By Henry Holland Designer Navy Floral Jumpsuit - . -"|722|||||Trashed
