Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 11393 (0.01%)"|279617|2692_3294032219|awin|"Phase Eight Zinnia Silk Blouse"|"Phase Eight"|http://images.productserve.com/preview/2/2692/19/22/3294032219.jpg|39.00|69.00|http://www.awin1.com/pclick.php?p=3294032219&#038;a=99908&#038;m=2692|"Updated by ID"
"2 of 11393 (0.02%)"|279618|2692_3327903923|awin|"Phase Eight Dolores Cowl Sleeveless Blouse"|"Phase Eight"|http://images.productserve.com/preview/2/2692/23/39/3327903923.jpg|27.50|55.00|http://www.awin1.com/pclick.php?p=3327903923&#038;a=99908&#038;m=2692|"Updated by ID"
"3 of 11393 (0.03%)"|279615|2692_3287127655|awin|"Phase Eight Lua Sleeveless Silk Blouse"|"Phase Eight"|http://images.productserve.com/preview/2/2692/55/76/3287127655.jpg|25.00|55.00|http://www.awin1.com/pclick.php?p=3287127655&#038;a=99908&#038;m=2692|"Updated by ID"
"4 of 11393 (0.04%)"|279616|2692_3295419277|awin|"Phase Eight Zinnia Silk Blouse"|"Phase Eight"|http://images.productserve.com/preview/2/2692/77/92/3295419277.jpg|39.00|69.00|http://www.awin1.com/pclick.php?p=3295419277&#038;a=99908&#038;m=2692|"Updated by ID"
"5 of 11393 (0.04%)"|279613|2692_3246164647|awin|"Phase Eight Mai Silk Sleeveless Blouse"|"Phase Eight"|http://images.productserve.com/preview/2/2692/47/46/3246164647.jpg|39.00|55.00|http://www.awin1.com/pclick.php?p=3246164647&#038;a=99908&#038;m=2692|"Updated by ID"
"6 of 11393 (0.05%)"|279614|2692_3244580423|awin|"Phase Eight Esta Silk Frill Blouse"|"Phase Eight"|http://images.productserve.com/preview/2/2692/23/04/3244580423.jpg|39.00|55.00|http://www.awin1.com/pclick.php?p=3244580423&#038;a=99908&#038;m=2692|"Updated by ID"
"7 of 11393 (0.06%)"|279612|2692_3382249703|awin|"Phase Eight Lunetta Blouse"|"Phase Eight"|http://images.productserve.com/preview/2/2692/03/97/3382249703.jpg|49.00|65.00|http://www.awin1.com/pclick.php?p=3382249703&#038;a=99908&#038;m=2692|"Updated by ID"
"8 of 11393 (0.07%)"|279610|2692_3362515099|awin|"Phase Eight Manon Blouse"|"Phase Eight"|http://images.productserve.com/preview/2/2692/99/50/3362515099.jpg|32.50|65.00|http://www.awin1.com/pclick.php?p=3362515099&#038;a=99908&#038;m=2692|"Updated by ID"
"9 of 11393 (0.08%)"|279611|2692_3244580411|awin|"Phase Eight (T) Zinnia Silk Blouse"|"Phase Eight"|http://images.productserve.com/preview/2/2692/11/04/3244580411.jpg|48.00|69.00|http://www.awin1.com/pclick.php?p=3244580411&#038;a=99908&#038;m=2692|"Updated by ID"
"10 of 11393 (0.09%)"|279608|2692_3362515087|awin|"Phase Eight Dakota Beaded Blouse"|"Phase Eight"|http://images.productserve.com/preview/2/2692/87/50/3362515087.jpg|49.00|69.00|http://www.awin1.com/pclick.php?p=3362515087&#038;a=99908&#038;m=2692|"Updated by ID"
"11 of 11393 (0.10%)"|279609|2692_3235577647|awin|"Phase Eight Portia Blouse"|"Phase Eight"|http://images.productserve.com/preview/2/2692/47/76/3235577647.jpg|27.50|55.00|http://www.awin1.com/pclick.php?p=3235577647&#038;a=99908&#038;m=2692|"Updated by ID"
"12 of 11393 (0.11%)"|279606|2692_3364910635|awin|"Phase Eight Vora Crepe Sleeveless Blouse"|"Phase Eight"|http://images.productserve.com/preview/2/2692/35/06/3364910635.jpg|27.50|55.00|http://www.awin1.com/pclick.php?p=3364910635&#038;a=99908&#038;m=2692|"Updated by ID"
"13 of 11393 (0.11%)"|279607|2692_3302326397|awin|"Phase Eight Mimosa Oversized Silk Blouse"|"Phase Eight"|http://images.productserve.com/preview/2/2692/97/63/3302326397.jpg|45.00|75.00|http://www.awin1.com/pclick.php?p=3302326397&#038;a=99908&#038;m=2692|"Updated by ID"
"14 of 11393 (0.12%)"|279604|2692_3235577625|awin|"Phase Eight Elinor Dip Hem Silk Blouse"|"Phase Eight"|http://images.productserve.com/preview/2/2692/25/76/3235577625.jpg|45.50|65.00|http://www.awin1.com/pclick.php?p=3235577625&#038;a=99908&#038;m=2692|"Updated by ID"
"15 of 11393 (0.13%)"|279605|2692_3235577639|awin|"Phase Eight Pixie Tiered Silk Blouse"|"Phase Eight"|http://images.productserve.com/preview/2/2692/39/76/3235577639.jpg|48.00|69.00|http://www.awin1.com/pclick.php?p=3235577639&#038;a=99908&#038;m=2692|"Updated by ID"
"16 of 11393 (0.14%)"|279602|2692_3350224723|awin|"Phase Eight Della Bird Print Button Blouse"|"Phase Eight"|http://images.productserve.com/preview/2/2692/23/47/3350224723.jpg|32.50|65.00|http://www.awin1.com/pclick.php?p=3350224723&#038;a=99908&#038;m=2692|"Updated by ID"
"17 of 11393 (0.15%)"|279603|2692_3366476039|awin|"Phase Eight Cortina Lace Hem Blouse"|"Phase Eight"|http://images.productserve.com/preview/2/2692/39/60/3366476039.jpg|34.50|69.00|http://www.awin1.com/pclick.php?p=3366476039&#038;a=99908&#038;m=2692|"Updated by ID"
