Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 12119 (0.01%)"|235840|38043_5089|linkshare|"Nappa Leather East West City Tote Bag In Wine"|Joseph|http://i1.adis.ws/i/joseph/w5121090001511-1-large?$viewerzoom$|695.00|695.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.5089&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fbags%2Fnappa-leather-east-west-city-tote-bag%2Finvt%2Fw5121090001511%3Ffo_c%3D594%26fo_k%3Dcaff24804bda21c30db5d402bf2bfd9a%26fo_s%3Dls|"Updated by ID"
"2 of 12119 (0.02%)"|235839|38043_5088|linkshare|"Nappa Leather East West City Tote Bag In Black"|Joseph|http://i1.adis.ws/i/joseph/w5121090001010-1-large?$viewerzoom$|695.00|695.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.5088&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fbags%2Fnappa-leather-east-west-city-tote-bag%2Finvt%2Fw5121090001010%3Ffo_c%3D594%26fo_k%3D4529ca77350e00df90670505ab42bbe3%26fo_s%3Dls|"Updated by ID"
"3 of 12119 (0.02%)"|235838|38043_5086|linkshare|"Nappa Leather Mini Box Tote Bag In Wine"|Joseph|http://i1.adis.ws/i/joseph/w5121090005511-1-large?$viewerzoom$|495.00|495.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.5086&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fbags%2Fnappa-leather-mini-box-tote-bag%2Finvt%2Fw5121090005511%3Ffo_c%3D594%26fo_k%3Db23a6df11fbbb7cf189f1d8b589174fd%26fo_s%3Dls|"Updated by ID"
"4 of 12119 (0.03%)"|235837|38043_3534|linkshare|"Nappa Leather Envelope Clutch Bag In Black"|Joseph|http://i1.adis.ws/i/joseph/w5121090007010-1-large?$viewerzoom$|145.00|145.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.3534&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fbags%2Fnappa-leather-envelope-clutch-bag%2Finvt%2Fw5121090007010%3Ffo_c%3D594%26fo_k%3D2f902b0bd4431da607f3c41eeacf4d7c%26fo_s%3Dls|"Updated by ID"
"5 of 12119 (0.04%)"|235836|38043_4620|linkshare|"Nappa Leather Mini Box Tote Bag In Black"|Joseph|http://i1.adis.ws/i/joseph/w5121090005010-1-large?$viewerzoom$|495.00|495.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.4620&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fbags%2Fnappa-leather-mini-box-tote-bag%2Finvt%2Fw5121090005010%3Ffo_c%3D594%26fo_k%3De138ef4be6c8d14b40576c4940133e89%26fo_s%3Dls|"Updated by ID"
"6 of 12119 (0.05%)"|235835|38043_4619|linkshare|"Nappa Leather Slouchy Tote Bag In Caribou"|Joseph|http://i1.adis.ws/i/joseph/w5121090002650-1-large?$viewerzoom$|545.00|545.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.4619&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fbags%2Fnappa-leather-slouchy-tote-bag%2Finvt%2Fw5121090002650%3Ffo_c%3D594%26fo_k%3D226e101c25f36028973d586c9fe6c3fc%26fo_s%3Dls|"Updated by ID"
"7 of 12119 (0.06%)"|235832|38043_3609|linkshare|"Nappa Leather Wallet In Wine"|Joseph|http://i1.adis.ws/i/joseph/w5121090006511-1-large?$viewerzoom$|195.00|195.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.3609&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fsmall-leather-goods%2Fnappa-leather-wallet%2Finvt%2Fw5121090006511%3Ffo_c%3D594%26fo_k%3D2ecb855c40c4af4b154ab2f06158e115%26fo_s%3Dls|"Updated by ID"
"8 of 12119 (0.07%)"|235833|38043_3610|linkshare|"Nappa Leather Wallet In Caribou"|Joseph|http://i1.adis.ws/i/joseph/w5121090006650-1-large?$viewerzoom$|195.00|195.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.3610&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fsmall-leather-goods%2Fnappa-leather-wallet%2Finvt%2Fw5121090006650%3Ffo_c%3D594%26fo_k%3Da1913d23e97e6e1a3816f9cf99ba0093%26fo_s%3Dls|"Updated by ID"
"9 of 12119 (0.07%)"|235834|38043_4618|linkshare|"Nappa Leather Slouchy Tote Bag In Black"|Joseph|http://i1.adis.ws/i/joseph/w5121090002010-1-large?$viewerzoom$|545.00|545.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.4618&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fbags%2Fnappa-leather-slouchy-tote-bag%2Finvt%2Fw5121090002010%3Ffo_c%3D594%26fo_k%3D83b00846920c727c5a2badfe246cb602%26fo_s%3Dls|"Updated by ID"
"10 of 12119 (0.08%)"|235830|38043_3538|linkshare|"Nappa Leather Envelope Clutch Bag In Caribou"|Joseph|http://i1.adis.ws/i/joseph/w5121090007650-1-large?$viewerzoom$|145.00|145.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=334783.3538&#038;type=15&#038;murl=http%3A%2F%2Fwww.joseph-fashion.com%2Fbags%2Fnappa-leather-envelope-clutch-bag%2Finvt%2Fw5121090007650%3Ffo_c%3D594%26fo_k%3D0c94025f6036f330d4e68947e4afca04%26fo_s%3Dls|"Updated by ID"
