Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 12440 (0.01%)"|294286|1669_3432570967|awin|"Cropped Cashmere Cardigan Green Boden, Green"|Boden|http://images.productserve.com/preview/9/1669/67/09/3432570967.jpg|62.30|89.00|http://www.awin1.com/pclick.php?p=3432570967&#038;a=99908&#038;m=1669|"Updated by ID"
"2 of 12440 (0.02%)"|294287|1669_3441320049|awin|"Cropped Cashmere Cardigan Grey Boden, Grey"|Boden|http://images.productserve.com/preview/9/1669/49/00/3441320049.jpg|71.20|89.00|http://www.awin1.com/pclick.php?p=3441320049&#038;a=99908&#038;m=1669|"Updated by ID"
"3 of 12440 (0.02%)"|294282|1669_3398330777|awin|"Cashmere Crew Neck Cardigan Orange Boden, Orange"|Boden|http://images.productserve.com/preview/9/1669/77/07/3398330777.jpg|79.20|99.00|http://www.awin1.com/pclick.php?p=3398330777&#038;a=99908&#038;m=1669|"Updated by ID"
"4 of 12440 (0.03%)"|294283|1669_3427742541|awin|"Cashmere Crew Neck Cardigan Green Boden, Green"|Boden|http://images.productserve.com/preview/9/1669/41/25/3427742541.jpg|69.30|99.00|http://www.awin1.com/pclick.php?p=3427742541&#038;a=99908&#038;m=1669|"Updated by ID"
"5 of 12440 (0.04%)"|294284|1669_3441682259|awin|"Cashmere Crew Neck Cardigan Grey Boden, Grey"|Boden|http://images.productserve.com/preview/9/1669/59/22/3441682259.jpg|79.20|99.00|http://www.awin1.com/pclick.php?p=3441682259&#038;a=99908&#038;m=1669|"Updated by ID"
"6 of 12440 (0.05%)"|294285|1669_3432571241|awin|"Cashmere Crew Neck Cardigan Purple Boden, Purple"|Boden|http://images.productserve.com/preview/9/1669/41/12/3432571241.jpg|79.20|99.00|http://www.awin1.com/pclick.php?p=3432571241&#038;a=99908&#038;m=1669|"Updated by ID"
"7 of 12440 (0.06%)"|294277|1669_3372950783|awin|"Cropped Cashmere Cardigan Orange Boden, Orange"|Boden|http://images.productserve.com/preview/9/1669/83/07/3372950783.jpg|71.20|89.00|http://www.awin1.com/pclick.php?p=3372950783&#038;a=99908&#038;m=1669|"Updated by ID"
"8 of 12440 (0.06%)"|294278|1669_3435574653|awin|"Cashmere Crew Neck Cardigan Yellow Boden, Yellow"|Boden|http://images.productserve.com/preview/9/1669/53/46/3435574653.jpg|79.20|99.00|http://www.awin1.com/pclick.php?p=3435574653&#038;a=99908&#038;m=1669|"Updated by ID"
"9 of 12440 (0.07%)"|294279|1669_3419626625|awin|"Cashmere Crew Neck Cardigan Brown Boden, Brown"|Boden|http://images.productserve.com/preview/9/1669/25/66/3419626625.jpg|79.20|99.00|http://www.awin1.com/pclick.php?p=3419626625&#038;a=99908&#038;m=1669|"Updated by ID"
"10 of 12440 (0.08%)"|294280|1669_3391322409|awin|"Cashmere Crew Neck Cardigan Pink Boden, Pink"|Boden|http://images.productserve.com/preview/9/1669/09/24/3391322409.jpg|79.20|99.00|http://www.awin1.com/pclick.php?p=3391322409&#038;a=99908&#038;m=1669|"Updated by ID"
"11 of 12440 (0.09%)"|294281|1669_3374783597|awin|"Cashmere Crew Neck Cardigan Blue Boden, Blue"|Boden|http://images.productserve.com/preview/9/1669/97/35/3374783597.jpg|79.20|99.00|http://www.awin1.com/pclick.php?p=3374783597&#038;a=99908&#038;m=1669|"Updated by ID"
"12 of 12440 (0.10%)"|294272|1669_3426540683|awin|"Cropped Cashmere Cardigan Yellow Boden, Yellow"|Boden|http://images.productserve.com/preview/9/1669/83/06/3426540683.jpg|71.20|89.00|http://www.awin1.com/pclick.php?p=3426540683&#038;a=99908&#038;m=1669|"Updated by ID"
"13 of 12440 (0.10%)"|294273|1669_3384512131|awin|"Cropped Cashmere Cardigan Brown Boden, Brown"|Boden|http://images.productserve.com/preview/9/1669/31/21/3384512131.jpg|71.20|89.00|http://www.awin1.com/pclick.php?p=3384512131&#038;a=99908&#038;m=1669|"Updated by ID"
"14 of 12440 (0.11%)"|294274|1669_3378678139|awin|"Cropped Cashmere Cardigan Purple Boden, Purple"|Boden|http://images.productserve.com/preview/9/1669/39/81/3378678139.jpg|71.20|89.00|http://www.awin1.com/pclick.php?p=3378678139&#038;a=99908&#038;m=1669|"Updated by ID"
"15 of 12440 (0.12%)"|294275|1669_3460444949|awin|"Cropped Cashmere Cardigan Natural Boden, Natural"|Boden|http://images.productserve.com/preview/9/1669/49/49/3460444949.jpg|71.20|89.00|http://www.awin1.com/pclick.php?p=3460444949&#038;a=99908&#038;m=1669|"Updated by ID"
