Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 7662 (0.01%)"|146452|37885_496861|linkshare|"Brushed Check Coat"|"CC Fashion"|http://media.cc.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/445x521/vo0292chec006_006_1-lrg.jpg|149.50|299.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=303800.496861&#038;type=15&#038;murl=http%3A%2F%2Fwww.cc.co.uk%2Fbrushed-check-coat-vo0292chec006--1|"Updated by ID"
"2 of 7662 (0.03%)"|146448|37885_272048|linkshare|"Ella Berry Cocoon Coat"|"CC Fashion"|http://media.cc.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/445x521/vo0232ella094_094_1-lrg.jpg|99.60|249.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=303800.272048&#038;type=15&#038;murl=http%3A%2F%2Fwww.cc.co.uk%2Fella-berry-cocoon-coat-vo0232ella094--1|"Updated by ID"
"3 of 7662 (0.04%)"|146449|37885_272133|linkshare|"Peter Pan Collar Coat"|"CC Fashion"|http://media.cc.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/445x521/vo0276coat353_353_1-lrg.jpg|124.50|249.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=303800.272133&#038;type=15&#038;murl=http%3A%2F%2Fwww.cc.co.uk%2Fpeter-pan-collar-coat-vo0276coat353--1|"Updated by ID"
"4 of 7662 (0.05%)"|146450|37885_272141|linkshare|"Camel Longline Wrap Coat"|"CC Fashion"|http://media.cc.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/445x521/jvwmw40018_067_1-lrg.jpg|99.90|329.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=303800.272141&#038;type=15&#038;murl=http%3A%2F%2Fwww.cc.co.uk%2Fcamel-longline-wrap-coat-jvwmw40018--1|"Updated by ID"
"5 of 7662 (0.07%)"|146451|37885_272233|linkshare|"Asymmetric Wool Coat"|"CC Fashion"|http://media.cc.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/445x521/jvwmw40019_205_1-lrg.jpg|69.90|249.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=303800.272233&#038;type=15&#038;murl=http%3A%2F%2Fwww.cc.co.uk%2Fasymmetric-wool-coat-jvwmw40019--1|"Updated by ID"
"6 of 7662 (0.08%)"|146444|37885_524851|linkshare|"Detachable Faux Fur Heritage Check Coat"|"CC Fashion"|http://media.cc.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/445x521/vo0361chec711_711_1-lrg.jpg|259.00|259.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=303800.524851&#038;type=15&#038;murl=http%3A%2F%2Fwww.cc.co.uk%2Fdetachable-fur-heritage-check-coat-vo0361chec711--1|"Updated by ID"
"7 of 7662 (0.09%)"|146445|37885_632370|linkshare|"Double Breasted Pea Coat"|"CC Fashion"|http://media.cc.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/445x521/vo0330coat088_088_1-lrg.jpg|229.00|229.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=303800.632370&#038;type=15&#038;murl=http%3A%2F%2Fwww.cc.co.uk%2Fpea-coat-vo0330coat088--1|"Updated by ID"
"8 of 7662 (0.10%)"|146446|37885_272187|linkshare|"Black Faux Fur Trim Coat"|"CC Fashion"|http://media.cc.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/445x521/vo0296blac001_001_1-lrg.jpg|149.50|299.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=303800.272187&#038;type=15&#038;murl=http%3A%2F%2Fwww.cc.co.uk%2Fblack-faux-fur-trim-coat-vo0296blac001--1|"Updated by ID"
"9 of 7662 (0.12%)"|146447|37885_272218|linkshare|"Shearling Reversible Coat"|"CC Fashion"|http://media.cc.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/445x521/vo0302shea001_001_1-lrg.jpg|499.50|999.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=303800.272218&#038;type=15&#038;murl=http%3A%2F%2Fwww.cc.co.uk%2Fshearling-reversible-coat-vo0302shea001--1|"Updated by ID"
"10 of 7662 (0.13%)"|146439|37885_283768|linkshare|"Blue Fold Collar Coat"|"CC Fashion"|http://media.cc.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/445x521/ct5120wxpl890_890_1-lrg.jpg|124.50|249.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=303800.283768&#038;type=15&#038;murl=http%3A%2F%2Fwww.cc.co.uk%2Fblue-fold-collar-coat-ct5120wxpl890--1|"Updated by ID"
