Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 11131 (0.01%)"|253068|1203_3423827097|awin|"French Connection Dogstooth Coatigan, Riot Red/Black"|"John Lewis"|http://images.productserve.com/preview/3/1203/97/70/3423827097.jpg|110.00|110.00|http://www.awin1.com/pclick.php?p=3423827097&#038;a=99908&#038;m=1203|"Updated by ID"
"2 of 11131 (0.02%)"|253067|1203_3385172175|awin|"Poetry Merino Wool Coatigan"|"John Lewis"|http://images.productserve.com/preview/3/1203/75/21/3385172175.jpg|179.00|179.00|http://www.awin1.com/pclick.php?p=3385172175&#038;a=99908&#038;m=1203|"Updated by ID"
"3 of 11131 (0.03%)"|253065|1203_3422061391|awin|"Oui Leather Trim Wool Mix Coatigan, Black/White"|"John Lewis"|http://images.productserve.com/preview/3/1203/91/13/3422061391.jpg|259.00|259.00|http://www.awin1.com/pclick.php?p=3422061391&#038;a=99908&#038;m=1203|"Updated by ID"
"4 of 11131 (0.04%)"|253066|1203_3452411711|awin|"BOSS Long Line Coatigan, Black"|"John Lewis"|http://images.productserve.com/preview/3/1203/11/17/3452411711.jpg|370.00|370.00|http://www.awin1.com/pclick.php?p=3452411711&#038;a=99908&#038;m=1203|"Updated by ID"
"5 of 11131 (0.04%)"|253064|1203_3387633721|awin|"East Cable Knit Coatigan, Calico"|"John Lewis"|http://images.productserve.com/preview/3/1203/21/37/3387633721.jpg|69.00|99.00|http://www.awin1.com/pclick.php?p=3387633721&#038;a=99908&#038;m=1203|"Updated by ID"
"6 of 11131 (0.05%)"|253062|1203_3341338045|awin|"Weekend by MaxMara Ribbed Coatigan, Black"|"John Lewis"|http://images.productserve.com/preview/3/1203/45/80/3341338045.jpg|245.00|245.00|http://www.awin1.com/pclick.php?p=3341338045&#038;a=99908&#038;m=1203|"Updated by ID"
"7 of 11131 (0.06%)"|253063|1203_3363643279|awin|"Studio 8 Martha Coatigan, Red"|"John Lewis"|http://images.productserve.com/preview/3/1203/79/32/3363643279.jpg|65.00|99.00|http://www.awin1.com/pclick.php?p=3363643279&#038;a=99908&#038;m=1203|"Updated by ID"
"8 of 11131 (0.07%)"|253061|1203_3401819019|awin|"Weekend by MaxMara Elba Coatigan, Dark Grey"|"John Lewis"|http://images.productserve.com/preview/3/1203/19/90/3401819019.jpg|377.00|377.00|http://www.awin1.com/pclick.php?p=3401819019&#038;a=99908&#038;m=1203|"Updated by ID"
"9 of 11131 (0.08%)"|253060|3100_3453476621|awin|"Feverfish Belted Sleeveless Coatigan, Black"|"House of Fraser"|http://images.productserve.com/preview/0/3100/21/66/3453476621.jpg|35.00|0.00|http://www.awin1.com/pclick.php?p=3453476621&#038;a=99908&#038;m=3100|"Updated by ID"
"10 of 11131 (0.09%)"|253059|3100_3435013335|awin|"Poppy Lux Ohanna Boucle Coatigan, Blue"|"House of Fraser"|http://images.productserve.com/preview/0/3100/35/33/3435013335.jpg|49.00|0.00|http://www.awin1.com/pclick.php?p=3435013335&#038;a=99908&#038;m=3100|"Updated by ID"
"11 of 11131 (0.10%)"|253057|3100_3441572027|awin|"Yumi Chevron Print Waterfall Coatigan, Black"|"House of Fraser"|http://images.productserve.com/preview/0/3100/27/20/3441572027.jpg|33.00|55.00|http://www.awin1.com/pclick.php?p=3441572027&#038;a=99908&#038;m=3100|"Updated by ID"
"12 of 11131 (0.11%)"|253058|3100_3441489357|awin|"Planet Coatigan, Multi-Coloured"|"House of Fraser"|http://images.productserve.com/preview/0/3100/57/93/3441489357.jpg|59.00|89.00|http://www.awin1.com/pclick.php?p=3441489357&#038;a=99908&#038;m=3100|"Updated by ID"
"13 of 11131 (0.12%)"|253056|3100_3430407013|awin|"East Textured Knit Coatigan, Green"|"House of Fraser"|http://images.productserve.com/preview/0/3100/13/70/3430407013.jpg|89.00|0.00|http://www.awin1.com/pclick.php?p=3430407013&#038;a=99908&#038;m=3100|"Updated by ID"
"14 of 11131 (0.13%)"|253055|3100_3418731577|awin|"French Connection Dogtooth Oversized Coatigan, Red"||||||Trashed
"15 of 11131 (0.13%)"|253053|3100_3391177721|awin|"East Cable Coatigan, Cream"|"House of Fraser"|http://images.productserve.com/preview/0/3100/21/77/3391177721.jpg|99.00|0.00|http://www.awin1.com/pclick.php?p=3391177721&#038;a=99908&#038;m=3100|"Updated by ID"
"16 of 11131 (0.14%)"|253054|3100_3429778233|awin|"Yumi 70S Tile Print Coatigan, Tan"|"House of Fraser"|http://images.productserve.com/preview/0/3100/33/82/3429778233.jpg|55.00|0.00|http://www.awin1.com/pclick.php?p=3429778233&#038;a=99908&#038;m=3100|"Updated by ID"
"17 of 11131 (0.15%)"|253052|3100_3408348801|awin|"Yumi Fluffy Long Coatigan, Cream"|"House of Fraser"|http://images.productserve.com/preview/0/3100/01/88/3408348801.jpg|55.00|0.00|http://www.awin1.com/pclick.php?p=3408348801&#038;a=99908&#038;m=3100|"Updated by ID"
"18 of 11131 (0.16%)"|253050|3100_3429779825|awin|"Gray &amp; Willow Zoe Detail Zip Coatigan, Grey"|3100|||||Trashed
"19 of 11131 (0.17%)"|253051|3100_3422129871|awin|"Yumi Fluffy Long Coatigan, Black"|"House of Fraser"|http://images.productserve.com/preview/0/3100/71/98/3422129871.jpg|55.00|0.00|http://www.awin1.com/pclick.php?p=3422129871&#038;a=99908&#038;m=3100|"Updated by ID"
"20 of 11131 (0.18%)"|253049|3100_3391184409|awin|"Studio 8 Plus Size Martha Coatigan, Red"||||||Trashed
"21 of 11131 (0.19%)"|253047|3100_3412270187|awin|"Gray & Willow Shae coatigan scarf, Grey"|"House of Fraser"|http://images.productserve.com/preview/0/3100/87/01/3412270187.jpg|62.30|89.00|http://www.awin1.com/pclick.php?p=3412270187&#038;a=99908&#038;m=3100|"Updated by ID"
"22 of 11131 (0.20%)"|253048|3100_3428613447|awin|"Marina Rinaldi Musa wool blend coatigan, Black"|"House of Fraser"|http://images.productserve.com/preview/0/3100/47/34/3428613447.jpg|177.00|295.00|http://www.awin1.com/pclick.php?p=3428613447&#038;a=99908&#038;m=3100|"Updated by ID"
"23 of 11131 (0.21%)"|253046|3208_3399146463|awin|"Dogtooth Oversized Coatigan - Black/Riot Red"|"French Connection"|http://images.productserve.com/preview/8/3208/63/64/3399146463.jpg|110.00|110.00|http://www.awin1.com/pclick.php?p=3399146463&#038;a=99908&#038;m=3208|"Updated by ID"
"24 of 11131 (0.22%)"|253044|3030_3339436207|awin|"Joe Browns Fur Collar Coatigan"|"Fashion World"|http://images.productserve.com/preview/0/3030/07/62/3339436207.jpg|55.00|0.00|http://www.awin1.com/pclick.php?p=3339436207&#038;a=99908&#038;m=3030|"Updated by ID"
"25 of 11131 (0.22%)"|253045|3030_3444117611|awin|"Lovedrobe Textured Coatigan"|"Fashion World"|http://images.productserve.com/preview/0/3030/11/76/3444117611.jpg|69.00|0.00|http://www.awin1.com/pclick.php?p=3444117611&#038;a=99908&#038;m=3030|"Updated by ID"
"26 of 11131 (0.23%)"|253043|3030_3398983387|awin|"Joe Browns Cosy Coatigan"|"Fashion World"|http://images.productserve.com/preview/0/3030/87/33/3398983387.jpg|50.00|0.00|http://www.awin1.com/pclick.php?p=3398983387&#038;a=99908&#038;m=3030|"Updated by ID"
"27 of 11131 (0.24%)"|253041|3819_3409351785|awin|"Green Coatigan"|Elvi|http://images.productserve.com/preview/9/3819/85/17/3409351785.jpg|60.00|60.00|http://www.awin1.com/pclick.php?p=3409351785&#038;a=99908&#038;m=3819|"Updated by ID"
"28 of 11131 (0.25%)"|253042|1423_3425816041|awin|"Cut For Evans Knitted Coatigan, Black"|"Evans Clothing"|http://images.productserve.com/preview/3/1423/41/60/3425816041.jpg|36.00|45.00|http://www.awin1.com/pclick.php?p=3425816041&#038;a=99908&#038;m=1423|"Updated by ID"
"29 of 11131 (0.26%)"|253040|3819_3408352063|awin|"Maroon Coatigan"|Elvi|http://images.productserve.com/preview/9/3819/63/20/3408352063.jpg|60.00|60.00|http://www.awin1.com/pclick.php?p=3408352063&#038;a=99908&#038;m=3819|"Updated by ID"
"30 of 11131 (0.27%)"|253038|1134_3453004839|awin|"Womens Ivory Navy Stripe Coatigan- Blue"|"Dorothy Perkins"|http://images.productserve.com/preview/4/1134/39/48/3453004839.jpg|29.00|29.00|http://www.awin1.com/pclick.php?p=3453004839&#038;a=99908&#038;m=1134|"Updated by ID"
"31 of 11131 (0.28%)"|253039|1134_3451452623|awin|"Womens Grey and Ivory Check Coatigan- Grey/White"|"Dorothy Perkins"|http://images.productserve.com/preview/4/1134/23/26/3451452623.jpg|22.50|30.00|http://www.awin1.com/pclick.php?p=3451452623&#038;a=99908&#038;m=1134|"Updated by ID"
