Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 9683 (0.01%)"|358001|10605_5055934914508|webgains|"Hector Woven Cami Top"|Finery|https://assets.finerylondon.com/spree/products/3978/original/Hector-Tops-CobaltBlue-Finery-London.jpg?1432823569|18.00|18.00|http://track.webgains.com/click.html?wgcampaignid=71942&#038;wgprogramid=10605&#038;product=1&#038;wglinkid=490159&#038;productname=Hector+Woven+Cami+Top+&#038;wgtarget=http://www.finerylondon.com/products/hector-woven-cami-top-1503re1509blue?variant_id=1558|"Updated by ID"
"2 of 9683 (0.02%)"|358002|10605_5055934914577|webgains|"Hector Woven Cami Top"|Finery|https://assets.finerylondon.com/spree/products/3974/original/Hector-Tops-Chartreuse-Finery-London.jpg?1432823411|18.00|18.00|http://track.webgains.com/click.html?wgcampaignid=71942&#038;wgprogramid=10605&#038;product=1&#038;wglinkid=490159&#038;productname=+Hector+Woven+Cami+Top++&#038;wgtarget=http://www.finerylondon.com/products/hector-woven-cami-top?variant_id=1504|"Updated by ID"
"3 of 9683 (0.03%)"|358003|10605_5055934914652|webgains|"Balcombe Layered Cami Top"|Finery|https://assets.finerylondon.com/spree/products/3959/original/Balcombe-Tops-Navy-Finery-London.jpg?1432815116|21.00|21.00|http://track.webgains.com/click.html?wgcampaignid=71942&#038;wgprogramid=10605&#038;product=1&#038;wglinkid=490159&#038;productname=Balcombe+Layered+Cami+Top&#038;wgtarget=http://www.finerylondon.com/products/balcombe-layered-cami-top?variant_id=861|"Updated by ID"
"4 of 9683 (0.04%)"|357998|10605_5055934911781|webgains|"Canvey Sheer Stripe Top"|Finery|https://assets.finerylondon.com/spree/products/3961/original/Canvey-Tops-Navy-Finery-London.jpg?1432815567|21.00|21.00|http://track.webgains.com/click.html?wgcampaignid=71942&#038;wgprogramid=10605&#038;product=1&#038;wglinkid=490159&#038;productname=Canvey+Sheer+Stripe+Top+&#038;wgtarget=http://www.finerylondon.com/products/canvey-sheer-stripe-top?variant_id=1614|"Updated by ID"
"5 of 9683 (0.05%)"|357999|10605_5055934911842|webgains|"Canvey Sheer Stripe Top"|Finery|https://assets.finerylondon.com/spree/products/3962/original/Canvey-Tops-PaleBlue-Finery-London.jpg?1432815452|21.00|21.00|http://track.webgains.com/click.html?wgcampaignid=71942&#038;wgprogramid=10605&#038;product=1&#038;wglinkid=490159&#038;productname=Canvey+Sheer+Stripe+Top+&#038;wgtarget=http://www.finerylondon.com/products/canvey-sheer-stripe-top-1504re1510paleblue?variant_id=1620|"Updated by ID"
"6 of 9683 (0.06%)"|358000|10605_5055934914430|webgains|"Hector Pansy Print Square Neck Cami Top"|Finery|https://assets.finerylondon.com/spree/products/3975/original/Hector-Tops-Pansyprint-Finery-London.jpg?1432823585|18.00|18.00|http://track.webgains.com/click.html?wgcampaignid=71942&#038;wgprogramid=10605&#038;product=1&#038;wglinkid=490159&#038;productname=Hector+Pansy+Print+Square+Neck+Cami+Top&#038;wgtarget=http://www.finerylondon.com/products/hector-pansy-print-square-neck-cami-top?variant_id=1359|"Updated by ID"
"7 of 9683 (0.07%)"|357995|10605_5055934901324|webgains|"Hector Woven Cami Top"|Finery|https://assets.finerylondon.com/spree/products/3976/original/Hector-Tops-Pink-Finery-London.jpg?1432823455|18.00|18.00|http://track.webgains.com/click.html?wgcampaignid=71942&#038;wgprogramid=10605&#038;product=1&#038;wglinkid=490159&#038;productname=Hector+Woven+Cami+Top+&#038;wgtarget=http://www.finerylondon.com/products/hector-top-woven-cami-with-square-neck?variant_id=1436|"Updated by ID"
"8 of 9683 (0.08%)"|357996|10605_5055934901348|webgains|"Hector Woven Cami Top"|Finery|https://assets.finerylondon.com/spree/products/3977/original/Hector-Tops-Silver-Finery-London.jpg?1432823471|18.00|18.00|http://track.webgains.com/click.html?wgcampaignid=71942&#038;wgprogramid=10605&#038;product=1&#038;wglinkid=490159&#038;productname=Hector+Woven+Cami+Top+&#038;wgtarget=http://www.finerylondon.com/products/hector-top-woven-cami-with-square-neck-pale-grey?variant_id=123|"Updated by ID"
"9 of 9683 (0.09%)"|357997|10605_5055934907296|webgains|"Floyd Peplum Top"|Finery|https://assets.finerylondon.com/spree/products/3972/original/Floyd-Tops-Cream-Finery-London.jpg?1432822932|26.00|26.00|http://track.webgains.com/click.html?wgcampaignid=71942&#038;wgprogramid=10605&#038;product=1&#038;wglinkid=490159&#038;productname=Floyd+Peplum+Top&#038;wgtarget=http://www.finerylondon.com/products/floyd-peplum-top?variant_id=1527|"Updated by ID"
"10 of 9683 (0.10%)"|357605|2692_3457471177|awin|"Phase Eight Elizabeth Jacket"|"Phase Eight"|http://images.productserve.com/preview/2/2692/77/11/3457471177.jpg|150.00|150.00|http://www.awin1.com/pclick.php?p=3457471177&#038;a=99908&#038;m=2692|"Updated by ID"
"11 of 9683 (0.11%)"|357606|2692_3459291761|awin|"Phase Eight Valetta Jacket"|"Phase Eight"|http://images.productserve.com/preview/2/2692/61/17/3459291761.jpg|99.00|99.00|http://www.awin1.com/pclick.php?p=3459291761&#038;a=99908&#038;m=2692|"Updated by ID"
