Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 9620 (0.01%)"|179081|1685_3429752497|awin|"Ladies leopard animal print three quarter sleeve wrap dress - Stone"|M&Co|http://images.productserve.com/preview/5/1685/97/24/3429752497.jpg|45.00|0.00|http://www.awin1.com/pclick.php?p=3429752497&#038;a=99908&#038;m=1685|"Updated by ID"
"2 of 9620 (0.02%)"|176897|1669_3424029225|awin|"Chelsea Coat Printed Velvet Boden, Printed Velvet"|Boden|http://images.productserve.com/preview/9/1669/25/92/3424029225.jpg|299.00|299.00|http://www.awin1.com/pclick.php?p=3424029225&#038;a=99908&#038;m=1669|"Updated by ID"
"3 of 9620 (0.03%)"|176894|1669_3425663357|awin|"Spitalfields Coat Red Boden, Red"|Boden|http://images.productserve.com/preview/9/1669/57/33/3425663357.jpg|399.00|399.00|http://www.awin1.com/pclick.php?p=3425663357&#038;a=99908&#038;m=1669|"Updated by ID"
"4 of 9620 (0.04%)"|176895|1669_3430397969|awin|"Belgravia Dress Print Viscose Boden, Print Viscose"|Boden|http://images.productserve.com/preview/9/1669/69/79/3430397969.jpg|249.00|249.00|http://www.awin1.com/pclick.php?p=3430397969&#038;a=99908&#038;m=1669|"Updated by ID"
"5 of 9620 (0.05%)"|176896|1669_3425663355|awin|"Chelsea Coat Black Gabardine Boden, Black Gabardine"|Boden|http://images.productserve.com/preview/9/1669/55/33/3425663355.jpg|249.00|249.00|http://www.awin1.com/pclick.php?p=3425663355&#038;a=99908&#038;m=1669|"Updated by ID"
"6 of 9620 (0.06%)"|176570|1669_3343870179|awin|"Westminster Dress Blue Boden, Blue"|1669|||||Trashed
"7 of 9620 (0.07%)"|176571|1669_3430197331|awin|"Betty Ottoman Party Dress Black Boden, Black"|1669|||||Trashed
"8 of 9620 (0.08%)"|176569|1669_3125199183|awin|"Wrap Party Dress Black Boden, Black"|1669|||||Trashed
"9 of 9620 (0.09%)"|176555|37884_268832|linkshare|"Sequin Embellished Maxi Dress"|Viyella|http://media.viyella.com/wcsstore/ExtendedSitesCatalogAssetStore/images/445x521/vd0523phdr001_001_1-lrg.jpg|79.60|199.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=311085.268832&#038;type=15&#038;murl=http%3A%2F%2Fwww.viyella.com%2Fsequin-embellished-maxi-dress-vd0523phdr001--1|"Updated by ID"
"10 of 9620 (0.10%)"|176554|37884_267978|linkshare|"Ottoman Sequin Shift Dress"|Viyella|http://media.viyella.com/wcsstore/ExtendedSitesCatalogAssetStore/images/445x521/vd0066abck001_001_1-lrg.jpg|59.60|149.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=311085.267978&#038;type=15&#038;murl=http%3A%2F%2Fwww.viyella.com%2Fottoman-sequin-shift-dress-vd0066abck001--1|"Updated by ID"
