Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 12017 (0.01%)"|220923|38043_4960|linkshare|"Patchwork Foulard Davis Dress In Multicolor"|38043|||||Trashed
"2 of 12017 (0.02%)"|220924|38043_4963|linkshare|"Patchwork Foulard Cederic Dress In Multicolor"|38043|||||Trashed
"3 of 12017 (0.02%)"|220921|38043_4947|linkshare|"Merinos Mary Dress In Black"|38043|||||Trashed
"4 of 12017 (0.03%)"|220922|38043_4952|linkshare|"Heavy Silk Drew Dress In Black"|38043|||||Trashed
"5 of 12017 (0.04%)"|220919|38043_4753|linkshare|"Stretch Wool Dixon Dress In Black"|38043|||||Trashed
"6 of 12017 (0.05%)"|220920|38043_4757|linkshare|"Wool Cardigan Stitch Akim Dress In Black"|38043|||||Trashed
"7 of 12017 (0.06%)"|220916|38043_4749|linkshare|"Satin Cedric Dress In Gold"|38043|||||Trashed
"8 of 12017 (0.07%)"|220917|38043_4750|linkshare|"Georgette Dash Dress In Red"|38043|||||Trashed
"9 of 12017 (0.07%)"|220918|38043_4751|linkshare|"Georgette Denny Dress In Black"|38043|||||Trashed
"10 of 12017 (0.08%)"|220914|38043_4742|linkshare|"Fine Wool Interlock Salma Jersey Dress In Oatmeal"|38043|||||Trashed
"11 of 12017 (0.09%)"|220915|38043_4748|linkshare|"Satin Cedric Dress In Black"|38043|||||Trashed
"12 of 12017 (0.10%)"|220907|38043_4524|linkshare|"Suede Max Dress In Chestnut"|38043|||||Trashed
"13 of 12017 (0.11%)"|220904|38043_3322|linkshare|"Milano Colonel Dress In Aubergine"|38043|||||Trashed
"14 of 12017 (0.12%)"|220905|38043_3263|linkshare|"Viscose Cady Baxter Long Dress In Ochre"|38043|||||Trashed
"15 of 12017 (0.12%)"|220906|38043_4095|linkshare|"Milano Dory Dress In Black"|38043|||||Trashed
"16 of 12017 (0.13%)"|220902|38043_3427|linkshare|"Flannel Stretch Isabelle Dress In Grey Chine"|38043|||||Trashed
"17 of 12017 (0.14%)"|220903|38043_3331|linkshare|"Crepe Stretch Delia Dress In Aubergine"|38043|||||Trashed
"18 of 12017 (0.15%)"|220900|38043_3340|linkshare|"Crepe Stretch Gil Dress In Aubergine"|38043|||||Trashed
"19 of 12017 (0.16%)"|220901|38043_3318|linkshare|"Crepe Stretch Gil Dress In Navy"|38043|||||Trashed
"20 of 12017 (0.17%)"|220899|38043_3333|linkshare|"Crepe Stretch Dolina Dress In Black"|38043|||||Trashed
"21 of 12017 (0.17%)"|220898|38043_3633|linkshare|"Fluid Crepe Tom Dress In Aubergine"|38043|||||Trashed
"22 of 12017 (0.18%)"|220896|38043_3688|linkshare|"Abstract Matte Silk Jaxon Dress"|38043|||||Trashed
"23 of 12017 (0.19%)"|220897|38043_3619|linkshare|"Fluid Crepe Tom Dress In Black"|38043|||||Trashed
"24 of 12017 (0.20%)"|220894|38043_3621|linkshare|"Fluid Crepe Hale Dress In Aubergine"|38043|||||Trashed
"25 of 12017 (0.21%)"|220895|38043_3626|linkshare|"Fluid Crepe Hale Dress In Black"|38043|||||Trashed
"26 of 12017 (0.22%)"|220892|38043_4164|linkshare|"Silk Crepe And Gauze Christine Dress In Ink"|38043|||||Trashed
"27 of 12017 (0.22%)"|220893|38043_3779|linkshare|"Viscose Cady Odin Dress In Ink"|38043|||||Trashed
"28 of 12017 (0.23%)"|220889|38043_4128|linkshare|"Wool Melange Alma Dress In Khaki"|38043|||||Trashed
"29 of 12017 (0.24%)"|220890|38043_4064|linkshare|"Wool Interlock Del Dress In Chestnut"|38043|||||Trashed
"30 of 12017 (0.25%)"|220891|38043_4301|linkshare|"Cashmere Luxe Frederic Dress In Oatmeal Chine"|38043|||||Trashed
"31 of 12017 (0.26%)"|220887|38043_4419|linkshare|"Cashmere Efilia Sweater Dress In Grey Chine"|38043|||||Trashed
"32 of 12017 (0.27%)"|220888|38043_4398|linkshare|"Cashmere Efilia Sweater Dress In Navy"|38043|||||Trashed
"33 of 12017 (0.27%)"|220885|38043_3230|linkshare|"Viscose Cady Baxter Long Dress In Ink"|38043|||||Trashed
"34 of 12017 (0.28%)"|220886|38043_3233|linkshare|"Matt Silk Max Dress In Off White"|38043|||||Trashed
"35 of 12017 (0.29%)"|220883|38043_3369|linkshare|"Crepe Stretch Delia Dress In Navy"|38043|||||Trashed
"36 of 12017 (0.30%)"|220884|38043_3363|linkshare|"Crepe Stretch Dolina Dress In Mineral"|38043|||||Trashed
"37 of 12017 (0.31%)"|220881|38043_3739|linkshare|"Viscose Cady Baxter Long Dress In Black"|38043|||||Trashed
"38 of 12017 (0.32%)"|220882|38043_3321|linkshare|"Crepe Stretch Dolina Dress In Navy"|38043|||||Trashed
"39 of 12017 (0.32%)"|220879|38043_3813|linkshare|"Wool Interlock Del Dress In Black"|38043|||||Trashed
"40 of 12017 (0.33%)"|220880|38043_3815|linkshare|"Viscose Cady Odin Dress In Off White"|38043|||||Trashed
"41 of 12017 (0.34%)"|220878|38043_644|linkshare|"Matt Silk And Transparent Knight Dress In Navy"|38043|||||Trashed
"42 of 12017 (0.35%)"|220781|2525_3447935557|awin|"Ted Baker Metallic Jacquard Cropped Jacket Dark Red"|2525|||||Trashed
"43 of 12017 (0.36%)"|220779|2525_3401194615|awin|"Ted Baker Jacquard Suit Jacket Mink"|2525|||||Trashed
"44 of 12017 (0.37%)"|220780|2525_3370525881|awin|"Ted Baker Palm Jacquard Suit Jacket Black"|2525|||||Trashed
"45 of 12017 (0.37%)"|220777|2525_3363992853|awin|"Ted Baker Floral Jacquard Jacket Deep Purple"|2525|||||Trashed
"46 of 12017 (0.38%)"|220778|2525_3401194489|awin|"Ted Baker Metallic Jacquard Dress Black"|2525|||||Trashed
"47 of 12017 (0.39%)"|220774|2525_3434352791|awin|"Ted Baker Textured Jacquard Jacket creamy tone"|2525|||||Trashed
"48 of 12017 (0.40%)"|220775|2525_3409426291|awin|"Ted Baker Jacquard Top Black"|2525|||||Trashed
"49 of 12017 (0.41%)"|220776|2525_3392643697|awin|"Ted Baker Honeycomb Jacquard Suit Jacket Black"|2525|||||Trashed
"50 of 12017 (0.42%)"|220772|2525_3363992771|awin|"Ted Baker Leopard Jacquard Zip Detail Blazer Black"|2525|||||Trashed
"51 of 12017 (0.42%)"|220773|2525_3370525903|awin|"Ted Baker Palm Jacquard Dress Black"|2525|||||Trashed
"52 of 12017 (0.43%)"|220770|2525_3430195567|awin|"Ted Baker Snake Jacquard Crop Top Black"|2525|||||Trashed
"53 of 12017 (0.44%)"|220771|2525_3363992811|awin|"Ted Baker Leopard Jacquard Suit Trousers Black"|2525|||||Trashed
"54 of 12017 (0.45%)"|220768|2525_3430195577|awin|"Ted Baker Snake Jacquard Full Skirt Black"|2525|||||Trashed
"55 of 12017 (0.46%)"|220769|2525_3427355361|awin|"Ted Baker Cropped Jacquard Trousers Black"|2525|||||Trashed
"56 of 12017 (0.47%)"|220686|2525_3446853393|awin|"Ted Baker Acanthus Scroll Print Midi Dress Light Pink"|2525|||||Trashed
"57 of 12017 (0.47%)"|220684|2525_3397690489|awin|"Ted Baker Jacquard Midi Dress Black"|2525|||||Trashed
"58 of 12017 (0.48%)"|220685|2525_3399635277|awin|"Ted Baker Twilight Floral Midi Dress Black"|2525|||||Trashed
"59 of 12017 (0.49%)"|220682|2525_3335358641|awin|"Ted Baker Fuchsia Floral Midi Dress Dark Blue"|2525|||||Trashed
"60 of 12017 (0.50%)"|220683|2525_3430195769|awin|"Ted Baker Metallic Embroidered Midi Dress Black"||||||Trashed
"61 of 12017 (0.51%)"|220680|2525_3430195517|awin|"Ted Baker Metallic Midi Dress Black"|2525|||||Trashed
"62 of 12017 (0.52%)"|220681|2525_3432572943|awin|"Ted Baker Metallic Midi Dress Silver"||||||Trashed
"63 of 12017 (0.52%)"|220678|2525_3439555041|awin|"Ted Baker Graphic Trim Midi Dress Blue"|2525|||||Trashed
