Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 10105 (0.01%)"|404883|38595_116647790947600|linkshare|"Santa Monica Blouse"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0116-6477-9094L00-2282/0116-6477-9094L00-2282_01_1008_1080.jpg|79.00|79.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.116647790947600&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0116-6477-9094L00%26productvarid%3D0116-6477-9094L00-SGR-SNAPGRN--WH-12|"Updated by ID"
"2 of 10105 (0.02%)"|404881|38595_116599190947600|linkshare|"Santa Monica Dress"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0116-5991-9094L00-2282/0116-5991-9094L00-2282_01_1008_1080.jpg|129.00|129.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.116599190947600&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0116-5991-9094L00%26productvarid%3D0116-5991-9094L00-SGR-SNAPGRN--WH-12|"Updated by ID"
"3 of 10105 (0.03%)"|404882|38595_116593036937600102|linkshare|"Santa Monica Maxi Dress"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0116-5930-3693L00-102/0116-5930-3693L00-102_01_1008_1080.jpg|139.00|139.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.116593036937600102&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0116-5930-3693L00%26productvarid%3D0116-5930-3693L00-NAVY-IVORY-12|"Updated by ID"
"4 of 10105 (0.04%)"|404878|38595_1166445909476002216|linkshare|"Maritime Top"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0116-6445-9094L00-2216/0116-6445-9094L00-2216_01_1008_1080.jpg|50.00|50.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.1166445909476002216&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0116-6445-9094L00%26productvarid%3D0116-6445-9094L00-PALM-GREEN-12|"Updated by ID"
"5 of 10105 (0.05%)"|404879|38595_1166445909476001772|linkshare|"Maritime Top"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0116-6445-9094L00-1772/0116-6445-9094L00-1772_01_1008_1080.jpg|50.00|50.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.1166445909476001772&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0116-6445-9094L00%26productvarid%3D0116-6445-9094L00-SAFFRON-ORANGE-12|"Updated by ID"
"6 of 10105 (0.06%)"|404880|38595_116644590947600062|linkshare|"Maritime Top"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0116-6445-9094L00-062/0116-6445-9094L00-062_01_1008_1080.jpg|50.00|50.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.116644590947600062&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0116-6445-9094L00%26productvarid%3D0116-6445-9094L00-WHITE-12|"Updated by ID"
"7 of 10105 (0.07%)"|404868|38595_21582806600272005|linkshare|"Prior Ballerina"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0215-R80B-002H005-2133/0215-R80B-002H005-2133_01_1008_1080.jpg|45.00|79.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.21582806600272005&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0215-R80B-002H005%26productvarid%3D0215-R80B-002H005-SHOCKING-PINK-37|"Updated by ID"
"8 of 10105 (0.08%)"|404869|38595_116828066002720052228|linkshare|"Prior Ballerina"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0116-R80B-002H005-2228/0116-R80B-002H005-2228_01_1008_1080.jpg|79.00|79.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.116828066002720052228&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0116-R80B-002H005%26productvarid%3D0116-R80B-002H005-SUGARSNAP-GREEN-37|"Updated by ID"
"9 of 10105 (0.09%)"|404870|38595_116828066002720051025|linkshare|"Prior Ballerina"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0116-R80B-002H005-1025/0116-R80B-002H005-1025_01_1008_1080.jpg|79.00|79.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.116828066002720051025&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0116-R80B-002H005%26productvarid%3D0116-R80B-002H005-FLAMINGO-PINK-37|"Updated by ID"
"10 of 10105 (0.10%)"|404871|38595_21582806603472005|linkshare|"Prior Ballerina"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0215-R80B-034H005-123/0215-R80B-034H005-123_01_1008_1080.jpg|35.00|89.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.21582806603472005&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0215-R80B-034H005%26productvarid%3D0215-R80B-034H005-BRONZE-37|"Updated by ID"
"11 of 10105 (0.11%)"|404865|38595_11182806600272005003|linkshare|"Prior Square Toe Ballerina"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0111-R80B-002H005-003/0111-R80B-002H005-003_01_1008_1080.jpg|79.00|79.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.11182806600272005003&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0111-R80B-002H005%26productvarid%3D0111-R80B-002H005-BLACK-37|"Updated by ID"
"12 of 10105 (0.12%)"|404866|38595_21582806604272005032|linkshare|"Prior Ballerina"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0215-R80B-042H005-032/0215-R80B-042H005-032_01_1008_1080.jpg|44.00|89.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.21582806604272005032&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0215-R80B-042H005%26productvarid%3D0215-R80B-042H005-GREY-37|"Updated by ID"
"13 of 10105 (0.13%)"|404867|38595_116828066002720052202|linkshare|"Prior Ballerina"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0116-R80B-002H005-2202/0116-R80B-002H005-2202_01_1008_1080.jpg|79.00|79.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.116828066002720052202&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0116-R80B-002H005%26productvarid%3D0116-R80B-002H005-DARK-SKY-BLUE-37|"Updated by ID"
"14 of 10105 (0.14%)"|404861|38595_11682806600172005|linkshare|"Prior Ballerina"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0116-R80B-001H005-1604/0116-R80B-001H005-1604_01_1008_1080.jpg|79.00|79.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.11682806600172005&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0116-R80B-001H005%26productvarid%3D0116-R80B-001H005-LIGHT-NUDE-37|"Updated by ID"
"15 of 10105 (0.15%)"|404862|38595_11682806603472005|linkshare|"Prior Ballerina"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0116-R80B-034H005-2255/0116-R80B-034H005-2255_01_1008_1080.jpg|79.00|79.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.11682806603472005&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0116-R80B-034H005%26productvarid%3D0116-R80B-034H005-PALE-NEUTRAL-37|"Updated by ID"
"16 of 10105 (0.16%)"|404863|38595_11682806604272005|linkshare|"Prior Ballerina"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0116-R80B-042H005-2195/0116-R80B-042H005-2195_01_1008_1080.jpg|89.00|89.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.11682806604272005&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0116-R80B-042H005%26productvarid%3D0116-R80B-042H005-SKY-BLUE-MULTI-37|"Updated by ID"
"17 of 10105 (0.17%)"|404864|38595_21582816601572005|linkshare|"Prior Ballerina"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0215-R81B-015H005-293/0215-R81B-015H005-293_01_1008_1080.jpg|59.00|95.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.21582816601572005&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0215-R81B-015H005%26productvarid%3D0215-R81B-015H005-TORTOISESHELL-37|"Updated by ID"
"18 of 10105 (0.18%)"|404860|38595_11582806603472005|linkshare|"Prior Ballerina"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0115-R80B-034H005-058/0115-R80B-034H005-058_01_1008_1080.jpg|45.00|79.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.11582806603472005&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0115-R80B-034H005%26productvarid%3D0115-R80B-034H005-SILVER-42|"Updated by ID"
"19 of 10105 (0.19%)"|404858|38595_11582806603172005|linkshare|"Prior Ballerina"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0115-R80B-031H005-062/0115-R80B-031H005-062_01_1008_1080.jpg|50.00|85.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.11582806603172005&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0115-R80B-031H005%26productvarid%3D0115-R80B-031H005-WHITE-42|"Updated by ID"
"20 of 10105 (0.20%)"|404852|38595_11612160200001647|linkshare|"Hampstead Bowling Bag"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0116-1216-020000-1647/0116-1216-020000-1647_01_1008_1080.jpg|199.00|199.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.11612160200001647&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0116-1216-020000%26productvarid%3D0116-1216-020000-SOFT-BLUE-1SIZE|"Updated by ID"
"21 of 10105 (0.21%)"|404853|38595_1161216020000043|linkshare|"Hampstead Bowling Bag"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0116-1216-020000-043/0116-1216-020000-043_01_1008_1080.jpg|199.00|199.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.1161216020000043&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0116-1216-020000%26productvarid%3D0116-1216-020000-NAVY-1SIZE|"Updated by ID"
"22 of 10105 (0.22%)"|404854|38595_1161215020000|linkshare|"Hampstead Saddle Bag"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0116-1215-020000-1073/0116-1215-020000-1073_01_1008_1080.jpg|199.00|199.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.1161215020000&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0116-1215-020000|"Updated by ID"
"23 of 10105 (0.23%)"|404849|38595_11612140200001647|linkshare|"Hampstead Saddle Bag"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0116-1214-020000-1647/0116-1214-020000-1647_01_1008_1080.jpg|149.00|149.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.11612140200001647&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0116-1214-020000%26productvarid%3D0116-1214-020000-SOFT-BLUE-1SIZE|"Updated by ID"
"24 of 10105 (0.24%)"|404850|38595_1161214020000419|linkshare|"Hampstead Saddle Bag"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0116-1214-020000-419/0116-1214-020000-419_01_1008_1080.jpg|149.00|149.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.1161214020000419&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0116-1214-020000%26productvarid%3D0116-1214-020000-FAWN-1SIZE|"Updated by ID"
"25 of 10105 (0.25%)"|404851|38595_1161214020000043|linkshare|"Hampstead Saddle Bag"|"Hobbs Ltd"|https://www.hobbs.co.uk/images/products/0116-1214-020000-043/0116-1214-020000-043_01_1008_1080.jpg|149.00|149.00|http://click.linksynergy.com/link?id=RIYrAqooNEU&#038;offerid=338025.1161214020000043&#038;type=15&#038;murl=https%3A%2F%2Fwww.hobbs.co.uk%2Fproduct%2Fdisplay%3Fproductid%3D0116-1214-020000%26productvarid%3D0116-1214-020000-NAVY-1SIZE|"Updated by ID"
