Number|"Post ID"|"Product ID"|Affiliate|"Product Title"|Brand|"Image URL"|Price|RRP|Link|Status
"1 of 8783 (0.01%)"|154641|3100_3324416721|awin|"Max Mara Tilde metallic jacquard tee, Dark Grey"|"House of Fraser"|http://images.productserve.com/preview/0/3100/21/67/3324416721.jpg|90.00|0.00|http://www.awin1.com/pclick.php?p=3324416721&#038;a=99908&#038;m=3100|"Updated by ID"
"2 of 8783 (0.02%)"|154642|3100_3350287929|awin|"Max Mara Multia long sleeve vneck top, Grey"|"House of Fraser"|http://images.productserve.com/preview/0/3100/29/79/3350287929.jpg|60.00|0.00|http://www.awin1.com/pclick.php?p=3350287929&#038;a=99908&#038;m=3100|"Updated by ID"
"3 of 8783 (0.03%)"|154638|3100_3328271227|awin|"Max Mara Ario Short Wool Coat, Powder Pink"||||||Trashed
"4 of 8783 (0.05%)"|154639|3100_3331211423|awin|"Max Mara Kassel 3/4 sleeve shirt, White"|"House of Fraser"|http://images.productserve.com/preview/0/3100/23/14/3331211423.jpg|125.00|0.00|http://www.awin1.com/pclick.php?p=3331211423&#038;a=99908&#038;m=3100|"Updated by ID"
"5 of 8783 (0.06%)"|154640|3100_3324416729|awin|"Max Mara BAGAGLI metallic pencil skirt, Metallic"|"House of Fraser"|http://images.productserve.com/preview/0/3100/29/67/3324416729.jpg|155.00|0.00|http://www.awin1.com/pclick.php?p=3324416729&#038;a=99908&#038;m=3100|"Updated by ID"
"6 of 8783 (0.07%)"|154634|3100_3355610437|awin|"Max Mara Saul bootcut jeans, Black"|"House of Fraser"|http://images.productserve.com/preview/0/3100/37/04/3355610437.jpg|120.00|0.00|http://www.awin1.com/pclick.php?p=3355610437&#038;a=99908&#038;m=3100|"Updated by ID"
"7 of 8783 (0.08%)"|154635|3100_3351256719|awin|"Max Mara Zolfo slim leg jean, Denim"|"House of Fraser"|http://images.productserve.com/preview/0/3100/19/67/3351256719.jpg|120.00|0.00|http://www.awin1.com/pclick.php?p=3351256719&#038;a=99908&#038;m=3100|"Updated by ID"
"8 of 8783 (0.09%)"|154636|3100_3348024045|awin|"Max Mara Ramo long sleeve cardigan, Mint"|"House of Fraser"|http://images.productserve.com/preview/0/3100/45/40/3348024045.jpg|130.00|0.00|http://www.awin1.com/pclick.php?p=3348024045&#038;a=99908&#038;m=3100|"Updated by ID"
"9 of 8783 (0.10%)"|154637|3100_3324416739|awin|"Max Mara Avocado long sleeve roundneck knit, Red"|"House of Fraser"|http://images.productserve.com/preview/0/3100/39/67/3324416739.jpg|160.00|0.00|http://www.awin1.com/pclick.php?p=3324416739&#038;a=99908&#038;m=3100|"Updated by ID"
"10 of 8783 (0.11%)"|154633|3100_3361072381|awin|"Max Mara Fionda body con print dress, Red"|"House of Fraser"|http://images.productserve.com/preview/0/3100/81/23/3361072381.jpg|150.00|0.00|http://www.awin1.com/pclick.php?p=3361072381&#038;a=99908&#038;m=3100|"Updated by ID"
"11 of 8783 (0.13%)"|154632|3100_3386169081|awin|"Max Mara Cinzia denim dress with pocket detail, Denim"|"House of Fraser"|http://images.productserve.com/preview/0/3100/81/90/3386169081.jpg|175.00|0.00|http://www.awin1.com/pclick.php?p=3386169081&#038;a=99908&#038;m=3100|"Updated by ID"
"12 of 8783 (0.14%)"|154629|3100_3343879157|awin|"Max Mara Crisma Drape front geo print top, Green"|"House of Fraser"|http://images.productserve.com/preview/0/3100/57/91/3343879157.jpg|160.00|0.00|http://www.awin1.com/pclick.php?p=3343879157&#038;a=99908&#038;m=3100|"Updated by ID"
"13 of 8783 (0.15%)"|154630|3100_3331559553|awin|"Max Mara Dalida neck sleeve with belt dress, Pink"|"House of Fraser"|http://images.productserve.com/preview/0/3100/53/95/3331559553.jpg|340.00|0.00|http://www.awin1.com/pclick.php?p=3331559553&#038;a=99908&#038;m=3100|"Updated by ID"
"14 of 8783 (0.16%)"|154631|3100_3331559567|awin|"Max Mara Dalida neck sleeve with belt dress, Black"|"House of Fraser"|http://images.productserve.com/preview/0/3100/67/95/3331559567.jpg|340.00|0.00|http://www.awin1.com/pclick.php?p=3331559567&#038;a=99908&#038;m=3100|"Updated by ID"
"15 of 8783 (0.17%)"|154626|3100_3246428419|awin|"Max Mara Losanna relaxed trouser with tie waist, Grey"|"House of Fraser"|http://images.productserve.com/preview/0/3100/19/84/3246428419.jpg|77.00|155.00|http://www.awin1.com/pclick.php?p=3246428419&#038;a=99908&#038;m=3100|"Updated by ID"
"16 of 8783 (0.18%)"|154627|3100_3380776487|awin|"Max Mara Cine relaxed fit trouser, Black"|"House of Fraser"|http://images.productserve.com/preview/0/3100/87/64/3380776487.jpg|87.00|175.00|http://www.awin1.com/pclick.php?p=3380776487&#038;a=99908&#038;m=3100|"Updated by ID"
"17 of 8783 (0.19%)"|154628|3100_3351254565|awin|"Max Mara Crisma Drape Front Geo Print Top, Pink"||||||Trashed
"18 of 8783 (0.20%)"|154623|3100_3194228553|awin|"Max Mara Cris Oversized silk shirt, Pink"|"House of Fraser"|http://images.productserve.com/preview/0/3100/53/85/3194228553.jpg|87.00|175.00|http://www.awin1.com/pclick.php?p=3194228553&#038;a=99908&#038;m=3100|"Updated by ID"
"19 of 8783 (0.22%)"|154624|3100_3196726367|awin|"Max Mara Serra Tie Waist Straight Leg Trouser, Red"||||||Trashed
"20 of 8783 (0.23%)"|154625|3100_3211728455|awin|"Max Mara Bonito 3/4 sleeve light knit jumper, Pink"|"House of Fraser"|http://images.productserve.com/preview/0/3100/55/84/3211728455.jpg|70.00|140.00|http://www.awin1.com/pclick.php?p=3211728455&#038;a=99908&#038;m=3100|"Updated by ID"
"21 of 8783 (0.24%)"|154622|3100_3423186315|awin|"Max Mara Sasia padded short jacket, Pink"|"House of Fraser"|http://images.productserve.com/preview/0/3100/15/63/3423186315.jpg|135.00|270.00|http://www.awin1.com/pclick.php?p=3423186315&#038;a=99908&#038;m=3100|"Updated by ID"
"22 of 8783 (0.25%)"|154620|3100_3275737459|awin|"Max Mara Edere pattern block shift dress, Multi-Coloured"|"House of Fraser"|http://images.productserve.com/preview/0/3100/59/74/3275737459.jpg|97.00|195.00|http://www.awin1.com/pclick.php?p=3275737459&#038;a=99908&#038;m=3100|"Updated by ID"
"23 of 8783 (0.26%)"|154621|3100_3190435121|awin|"Max Mara Uvetta long sleeve knitted jumper, Pink"|"House of Fraser"|http://images.productserve.com/preview/0/3100/21/51/3190435121.jpg|120.00|0.00|http://www.awin1.com/pclick.php?p=3190435121&#038;a=99908&#038;m=3100|"Updated by ID"
"24 of 8783 (0.27%)"|154616|3100_3197809491|awin|"Max Mara Orel relaxed fit trouser, Multi-Coloured"|"House of Fraser"|http://images.productserve.com/preview/0/3100/91/94/3197809491.jpg|82.50|165.00|http://www.awin1.com/pclick.php?p=3197809491&#038;a=99908&#038;m=3100|"Updated by ID"
"25 of 8783 (0.28%)"|154617|3100_3194579015|awin|"Max Mara Gin straight leg trouser, Black"|"House of Fraser"|http://images.productserve.com/preview/0/3100/15/90/3194579015.jpg|70.00|140.00|http://www.awin1.com/pclick.php?p=3194579015&#038;a=99908&#038;m=3100|"Updated by ID"
"26 of 8783 (0.30%)"|154618|3100_3190242759|awin|"Max Mara Boccale long sleeved printed front top, Pink"|"House of Fraser"|http://images.productserve.com/preview/0/3100/59/27/3190242759.jpg|70.00|140.00|http://www.awin1.com/pclick.php?p=3190242759&#038;a=99908&#038;m=3100|"Updated by ID"
"27 of 8783 (0.31%)"|154612|3100_3115664437|awin|"Max Mara Venas Long Sleeved Printed Silk Blouse, Pink"||||||Trashed
"28 of 8783 (0.32%)"|154613|3100_3407371583|awin|"Max Mara Gineceo Jewel Front Pencil Skirt, Grey"||||||Trashed
"29 of 8783 (0.33%)"|154614|3100_3150843321|awin|"Max Mara Duda lace pencil skirt, Black"|"House of Fraser"|http://images.productserve.com/preview/0/3100/21/33/3150843321.jpg|95.20|170.00|http://www.awin1.com/pclick.php?p=3150843321&#038;a=99908&#038;m=3100|"Updated by ID"
"30 of 8783 (0.34%)"|154615|3100_3162724321|awin|"Max Mara Nervoso short sleeved jewel front top, Grey"|"House of Fraser"|http://images.productserve.com/preview/0/3100/21/43/3162724321.jpg|140.00|250.00|http://www.awin1.com/pclick.php?p=3162724321&#038;a=99908&#038;m=3100|"Updated by ID"
"31 of 8783 (0.35%)"|154610|3100_3219128199|awin|"Max Mara Sonale wool ribbed sweater, Camel"|"House of Fraser"|http://images.productserve.com/preview/0/3100/99/81/3219128199.jpg|86.40|155.00|http://www.awin1.com/pclick.php?p=3219128199&#038;a=99908&#038;m=3100|"Updated by ID"
"32 of 8783 (0.36%)"|154611|3100_3128119345|awin|"Max Mara Maesa wool a line skirt, Camel"|"House of Fraser"|http://images.productserve.com/preview/0/3100/45/93/3128119345.jpg|100.80|210.00|http://www.awin1.com/pclick.php?p=3128119345&#038;a=99908&#038;m=3100|"Updated by ID"
"33 of 8783 (0.38%)"|154454|3100_3414855983|awin|"Max Mara Gregory Alpacca Funnel Neck Coat, Grey"||||||Trashed
"34 of 8783 (0.39%)"|154451|3100_3412850073|awin|"Max Mara Piombo wool & alpaca coat, Blue"|"House of Fraser"|http://images.productserve.com/preview/0/3100/73/00/3412850073.jpg|365.00|0.00|http://www.awin1.com/pclick.php?p=3412850073&#038;a=99908&#038;m=3100|"Updated by ID"
